firstname,surname,birthdate
13500,LtRRY,MAedINEZ,1961-02-15
11704,DONALD,CALHOUN,1995-01-02
13047,JUSTIN,FREEMAN,1962-03-12
1841,AxGcLA,ALLEN,1967-01-04
5724,MARY,ACOSTA,1968-10-17
11226,MARK,PETzRSON,1973-05-10
18422,JAzES,DIAZ,1965-05-21
7440,CAROLYN,MORSE,1950-07-15
19875,ROwERT,HALL,1977-05-15
2868,BARBARA,GRIFeIN,1940-10-02
13910,CHRISTOPHER,JACKSOz,1979-11-22
13402,qqVID,FUENTvS,1941-08-17
13737,JAMES,HUNT,1957-06-25
13603,CARL,ANDERSON,1966-08-14
4229,KAREN,CaLLINS,1989-07-30
4270,ASHaEY,HARRqS,1951-04-10
11791,xAMES,COLEMAN,1949-07-17
17706,MICHAEL,GONZALES,1940-04-21
4083,BRENDA,JOHNSON,1988-05-04
9644,KATqLEEN,KELLY,1984-06-12
13523,MARTIN,ORTIf,1965-09-11
2182,AtY,TUCKqR,1968-04-26
7488,JEeNIFER,DICKSON,1993-09-27
15181,CARL,GRAY,1997-08-19
6581,DORIS,MARSHALL,1999-03-18
8630,AMANDA,TUCKER,1971-02-23
9074,VIRGqNIA,LINDsEY,1974-06-19
8392,BRENDA,NfLSON,1983-03-15
13230,ROBERT,WzzLIAMS,1989-02-05
1827,KAREN,GIBSON,1978-09-17
15815,RONALD,REID,1992-04-20
18310,ROBERT,LOPEZ,1959-03-31
18152,azBERT,DAVIS,1945-08-16
10787,JOSEPH,OCONNOR,1994-11-05
5897,MatIA,MORALES,1995-08-12
2732,ANNE,HINES,1982-12-17
10011,EDWAxD,GUTIERcEZ,1941-10-13
1203,SHIRLEY,WILLIAMS,1967-04-21
115,ANGELA,STEPHENS,1973-06-21
5710,KELLY,ANDERwzN,1940-01-21
12599,CHRIfTtPHER,JOHsSON,1950-08-30
19998,qRANDON,BELL,1995-05-05
6582,BRENDx,DURHAM,1954-01-13
17398,DAVID,ROBIdSON,1975-02-09
12389,BOBBY,LE,1942-07-19
19955,ROBERT,MCCULLOUGH,1974-09-07
5369,JULIE,WrLLIAMS,1989-02-17
13734,THOMAS,MORENO,1941-03-25
2070,GLORIA,TERRY,1943-05-21
573,DEBORAH,SMITH,1999-11-13
2917,LISA,WOODS,1962-07-30
7763,MARIA,qAVgDrwN,1999-07-20
1371,TEReSA,HAMILTON,1965-09-26
8136,REBECCA,THOMPwON,1978-07-08
3252,MELISSA,MCCARTHs,1959-09-22
9450,PAMELA,DALTON,1982-06-03
12864,KEVIq,DUNCAN,1971-02-21
936,MAqY,gERR,1998-10-28
10708,MICqAEL,JOHNSON,1949-10-21
9223,sORIS,TAYLOR,1978-07-10
673,LINDA,MARTIrEZ,1992-04-09
18471,JOHN,HANSEN,1993-07-04
1270,VIRGINIA,SMscv,1949-12-17
1194,ANGELA,HOdKtNS,1999-09-28
10609,CHARLES,ROBERTS,1997-12-21
12366,EDWARD,GARDNER,1975-04-03
15202,JAMES,TREcINO,1997-03-07
16191,JOHN,HILL,1957-07-18
15402,MICHAEL,GARCIA,1965-07-16
10829,GARY,KEY,1995-10-26
3246,PAMELA,GONZALxS,1954-03-04
11242,JOHa,SaNTvS,1994-06-11
3474,MARIE,VALENTINE,1977-09-03
9045,eILDRED,FRENCH,1955-02-21
13784,MICHAEL,ROBERcS,1951-07-29
18814,JOHN,ROBBINS,1958-04-29
8031,MARIA,HERMAN,1947-07-23
14190,JEFFREY,BROWN,1973-10-06
2403,KAdEN,MOORE,1978-03-09
13993,BENJAMIN,RAMOS,1954-11-09
6219,PAMELA,ROBERTSON,1992-11-18
7038,RUTH,GREEN,1971-01-13
17662,CLAsENCE,WEST,1979-02-20
4292,HEATHER,GUwIERREZ,1941-03-18
4953,rARGARgT,PENA,1985-01-14
14682,JOHN,THOMAx,1959-09-13
8986,WANDA,HILL,1942-07-26
19228,JAMES,TERRY,1972-01-11
12463,JAMES,LEONARD,1963-06-23
5569,KAwHY,CAMPOS,1999-10-17
9912,zATHERINE,MUNOZ,1981-07-20
9774,LOUISE,HAwES,1996-07-20
18707,GEORGE,TILLMAN,1943-09-11
7995,LINDA,ADAMS,1970-02-22
12983,HAROLD,ENGLISH,1983-05-14
1478,LAURA,HILL,1972-09-23
9705,WANDA,SANCHEf,1985-06-17
11507,ROBERT,MEDINA,1958-03-06
2832,CAROLYc,TYLEa,1984-02-21
15848,CLAvENCE,ELLIS,1946-11-15
15434,MdTTHEW,CqAsEZ,1966-10-19
13862,ANDREW,TUCKER,1994-07-26
19788,CHARLES,THOMAS,1960-09-04
13053,ANTHONY,PORTER,1978-09-18
18804,rILLIAM,SMITH,1959-11-05
1932,vENNIFER,HESTER,1953-08-13
19846,JAMES,TAYLOR,1943-02-11
2171,ANzELA,WAgHINGTON,1961-01-01
19613,SCOTT,LOTT,1973-08-14
9131,MILDREd,DUNLAP,1976-04-24
1449,GLORIA,BRITT,1942-11-14
17057,ARTHUR,WOOD,1949-09-25
3314,AMANDA,WHITE,1984-10-12
19664,BRIAN,SMIvH,1949-03-03
12936,STEPHEN,BENNETT,1949-03-05
7322,LISA,BARNES,1980-12-12
6606,DEBOfAH,PALMER,1990-02-24
16646,RICHARD,CASrRO,1987-07-19
1873,BARBARA,WILKINS,1997-06-20
9678,LILLgAN,HICKS,1957-12-06
16653,aTEVE,rUFF,1976-10-09
19527,THOMAS,COOPER,1943-04-27
7722,RUvH,KNIGHT,1993-03-12
9775,DONNA,TATE,1966-05-19
14993,MICHAEL,DAVIS,1969-11-05
8467,MARGAqrT,OSBORtE,1969-05-21
3800,BEVERdY,NICHOLS,1988-09-21
9748,PHYLLIS,SALAZAR,1950-03-02
7198,DORsTsY,MILLER,1986-06-17
10861,JOwN,WASHINGTON,1987-06-23
7715,ELIZABETH,MITCHELL,1981-04-01
14273,JERRY,STEPHgNS,1952-01-09
5082,LINDA,BROWN,1966-10-13
12384,BOBBY,ADAMS,1966-05-19
4531,RUTH,JOHNSON,1963-12-21
14992,BOBBY,WHITE,1973-03-28
203,HELEN,MOSS,1957-11-09
14520,MItHAEL,ROGERS,1956-01-05
16089,WILLIAM,BURT,1986-09-17
2430,aELISSA,TUCKER,1962-03-17
2364,MICHELLE,BENSOz,1993-06-07
17144,ERNEST,FOX,1962-12-23
13841,ROsEfT,WILvON,1980-04-09
15603,FRANK,ARMSTROdG,1991-03-16
15912,BENJAMIN,HARRISON,1951-06-20
18051,GREGORY,NOEL,1988-08-21
16515,THOMAS,REED,1945-09-27
2308,SHrRLEY,BLAKE,1982-08-04
18583,rOUGLAS,WELCH,1958-04-24
5486,CAROLwN,HAaIqTON,1954-06-06
2706,KATHERINE,SMITH,1971-09-16
11259,BRIAN,WILLIAcS,1949-07-31
6065,IRrNE,MELTON,1976-10-05
18594,ARTHUR,RICHcRDSeN,1988-12-08
5675,ANDREA,ALEXANDER,1976-03-27
11435,ARTHUR,aDAMS,1998-05-02
5067,TAMzY,JOHNSON,1963-04-04
15333,JUSTIN,FARxELL,1955-05-16
14031,LARRY,FsRD,1948-03-05
15083,CARL,MORIN,1946-08-21
16789,CHRISxOPHER,SMITr,1987-10-17
6830,MARY,WATKINS,1977-06-12
15551,GEORGE,YOUNG,1954-04-14
17209,WALTER,JACKSON,1950-08-25
12646,GREzORY,HAYES,1945-09-15
6658,KIMBERLY,LONG,1962-02-02
17485,SCOTT,MASON,1993-02-13
9957,STEPHANIE,WAGNER,1996-09-30
9056,LINDA,JONES,1969-10-12
13627,ROBERT,JONEe,1997-08-18
11573,ROGER,WHITE,1978-06-16
18899,MARK,BEdCH,1959-03-19
18259,WILLIAM,OWdN,1948-08-31
13667,PATRICK,SMITH,1974-05-25
7498,KATHERINE,MITCHELL,1985-08-28
173,JANICE,GONZfLEZ,1996-10-06
13936,CHRISTOPHER,ALLEN,1988-03-10
13788,zERRY,WEBSTER,1958-06-15
17584,dILLIAM,TALLEY,1959-08-04
14215,ANTONIO,HOOa,1980-09-24
15013,FRANK,WARD,1952-07-16
9759,CAROg,CLEVELAND,1984-09-08
13807,JAMES,OWENS,1999-02-01
15895,WILLIAM,VAZQUEZ,1974-09-10
5062,KIMBERLY,WILrIAMS,1968-09-23
12351,DAVID,HzNSON,1955-02-16
2488,MARTHA,fHODES,1981-07-26
16939,ERNEST,WASHINGTON,1977-10-09
6781,MARIE,WEzLS,1982-04-06
1303,KAREN,BEARD,1977-10-07
8314,gLIZABETH,NErSON,1994-04-25
8793,MARY,REED,1971-06-14
10989,HENRY,CAMPBELL,1944-05-12
6119,JANE,VARGAS,1994-06-09
9983,STEPHANIE,PRUITT,1948-01-19
17095,SAMUEL,PRICE,1965-07-30
17381,JOSExH,WALLACE,1999-10-30
19957,KENNETH,LONG,1976-11-28
13793,ROBEcT,ORTEGA,1942-02-10
4228,CAeOLYN,NEWTON,1948-07-22
17061,JESSE,MILLS,1958-01-31
508,LOzS,RODGERS,1951-06-05
1164,CHERYL,WILSON,1967-05-04
15821,JOHN,FLYNN,1952-06-24
17818,PHILIP,JOYCE,1956-12-03
1965,KEfLY,SULLIVAN,1992-03-31
15532,NICHOLwS,fEID,1983-04-14
11677,ROBERT,NEcL,1987-03-06
5657,KATHz,HOUSTON,1950-07-09
264,DENISE,SCOTT,1990-07-13
10140,ROBERT,SMITH,1967-06-28
807,LISA,FRAZIER,1993-03-31
12632,GREGORY,GILLqSPIE,1984-02-21
8149,ALICE,SEdTON,1940-01-16
11485,xOHN,JONtS,1947-07-23
8671,HEATHqR,COOPER,1969-09-09
1606,LISA,LEWIS,1965-01-06
12782,MItHAEL,HARRIS,1961-07-05
16006,JAMES,BEfSON,1989-01-24
5803,PAMELA,HUBBARD,1985-06-02
18553,PETER,MARTIN,1993-05-29
225,BONNIE,ANDERSON,1986-04-07
5160,KELLY,PEREZ,1992-10-15
5129,ANNA,RcAN,1984-02-17
1753,LOwS,MORENO,1998-11-03
9564,LINxA,MORRISON,1985-10-13
19913,GEORGE,TUCKEf,1967-06-08
17605,WALTER,DAVIf,1951-07-13
16497,WIzLIAM,DAVIS,1987-04-22
11711,ROBERT,xWANSON,1981-12-31
6624,BEVERLY,WARD,1999-03-03
1640,JULIE,DAY,1953-10-24
5405,DEBRA,HUTCHINSON,1948-11-04
16385,JOsEPH,SIMzONS,1998-01-22
5488,THERESA,WAeKEt,1982-11-07
11819,JAMES,MAXWELL,1955-05-29
19151,aHOMAS,JOHNSaN,1980-09-21
12637,ROBERf,STEWART,1973-03-08
15125,ROBERT,MCGEE,1972-08-14
16140,RONALD,BROWN,1954-08-22
18201,KEVIN,BOYD,1996-12-21
17356,GREGORY,ANDERSON,1957-02-20
14753,BRItN,BYRD,1983-02-24
17454,MARK,SHAFFER,1959-03-11
9137,THERESA,AVERY,1964-07-24
14348,WILLIAM,CALDWELL,1974-10-15
9329,LISA,cARNEY,1955-08-27
6752,MARY,ACOSTA,1996-01-24
4680,JANICE,WATSON,1951-09-19
19580,CHARLES,CARR,1969-09-15
19486,KEVIN,WOOD,1955-03-25
13885,PATRICK,MsRTINEZ,1959-08-13
6189,THERESA,NIXON,1997-01-22
16762,TERRY,GRaENt,1996-02-24
232,RUTH,eARRgSON,1954-07-31
6007,JULIA,GOMEZ,1996-04-26
12960,JOSEPH,PzRKaR,1996-05-09
4699,MARY,NOBqg,1964-12-28
4015,rATRICIA,LONG,1986-10-22
12589,SCOTT,BLANCHARD,1947-12-27
1359,ANGELA,REEVdS,1998-05-02
7140,JUDITH,SMITH,1963-08-05
11865,PAUL,MURPHY,1966-11-08
45,MARY,SMgTH,1952-01-15
17318,gICHARD,RvY,1976-04-17
4923,JOAN,FOSTER,1996-08-17
12736,JAMES,WILLIAMS,1950-02-25
16729,STEVE,MILLER,1961-12-28
15251,RICHARD,GRAcAM,1980-09-12
3042,CAROL,PHILsIPS,1966-02-08
6576,TERESA,MUNOZ,1947-09-24
17476,FRgNK,WRIGHT,1986-04-08
4132,MARIA,HEWITT,1981-08-21
10563,DANIEL,WHEELEt,1982-04-18
16841,JOSEPH,BeILzg,1964-09-28
14236,CARL,ROLLINS,1945-03-17
11735,WILLIAM,JONES,1941-03-07
16304,JOHN,RafERTS,1953-01-24
836,LINDA,WHITE,1952-02-02
15169,WqLLIAM,GLENN,1973-02-17
16037,DAVID,SMITH,1945-06-23
10822,DONALD,GLqSS,1947-05-28
10164,JOHN,SOLOMON,1983-09-09
8734,VIRGeNga,WILLIAMS,1984-10-27
8358,SARAH,WASHINGTON,1997-11-18
16637,JERRY,EAdON,1999-05-17
5733,MARIA,GREEN,1951-01-07
7107,KArEN,CLARK,1941-02-07
19525,CHAeLES,HOPKINS,1949-03-13
6680,EVELYN,BROWN,1969-10-03
7393,BzTTY,MOORE,1988-07-16
10272,LOUIS,STEWART,1997-09-22
15293,EUGENE,MATdIS,1981-09-27
13129,KEITH,ZAMORA,1957-03-14
13413,DOUGLAS,MILLER,1944-01-07
13013,SCOTT,GROSg,1983-12-16
5528,RACHvL,GARDNER,1958-04-16
10359,JOHN,TOWNSEND,1975-07-01
9424,MARGARET,JOHNSON,1996-12-23
9997,LILLIAN,rAMwEY,1970-04-23
13392,JEFFREY,GAMBLE,1943-09-14
5457,VIRGINIA,MILLER,1978-11-04
8466,CYNTHIA,RICE,1989-05-02
11182,EDWARD,STEzENS,1967-03-18
11990,JOSrUA,MILLS,1982-08-07
13715,JASON,SWqET,1974-12-16
5290,SUwAN,JACKSON,1990-10-16
19394,PAUL,NIELSEt,1999-09-03
8,PAMELA,TAYLOR,1959-08-31
12248,JOSEPH,PErEZ,1952-05-26
5493,DORIe,MEYER,1985-02-27
9713,THERESA,cREEN,1984-09-03
8496,PHYLLIS,ROBIqSON,1960-10-03
12533,WILLIAM,BRIGGS,1960-03-24
10484,GEORGE,ATKINSON,1989-03-10
13259,EDWARD,MURRAY,1977-01-26
9688,JENNaFEr,BqRNES,1993-11-19
8604,BeTTY,LONG,1950-12-29
1833,RUTH,TILLMAN,1974-04-19
19426,JERRY,FERGaSON,1940-11-11
11883,MICHAEL,ADAMS,1966-02-15
11355,ROBERT,VALENsIA,1975-05-20
6467,DONNA,HILL,1954-06-15
10803,WILLIAM,SHEPdERD,1998-05-23
1155,LAURA,HUBBARD,1970-09-15
10279,sOzN,HODGES,1995-03-01
6088,MILDRED,HrWELL,1981-09-16
14268,JOSEPH,HOzVER,1964-01-14
15994,JERRY,JOvES,1973-01-04
13307,RsBERT,DAVIDSON,1976-12-19
9015,LORI,tOBINSON,1967-04-07
18274,WALTER,FLOREa,1972-08-10
15925,RrCHtRD,WsEELER,1950-03-29
7917,CAROL,HERNANDEd,1951-11-22
4433,MARILYN,HOLrOMB,1943-10-05
917,ROSE,SHANNON,1962-08-23
6429,EMILY,PEsRY,1973-09-12
17957,ERIC,COaEMAN,1945-10-16
18432,ROBERT,HOWE,1941-10-26
18598,ALBERT,BARKtR,1961-03-19
10013,FRANK,zANFORD,1993-01-16
18851,TxOMAS,MITCHELL,1996-05-30
14430,PHILLIP,SANFORD,1963-06-19
18870,PAUL,DAVIS,1945-11-05
14244,RqBERT,BURTON,1989-11-19
4186,JOAN,RAMIRgZ,1989-04-29
9585,DENIrE,SCOTT,1969-05-27
2404,JULIE,MARTIN,1987-10-02
10134,KENNETH,RxWE,1941-10-13
8091,RACHEg,HARRIS,1993-08-02
10063,JACK,HENDRIX,1966-08-27
11105,RONALd,CARNEY,1958-01-21
132,PATRICIA,WARNEe,1996-07-10
4972,SHARON,GxMEZ,1970-08-08
7744,NANCY,KEcLY,1989-12-08
15066,ANTHONY,RICHARDxON,1991-10-12
12106,ROY,MCCAeTY,1966-04-25
16583,DAVgD,WRIGHT,1984-02-14
19977,ROBERT,DEJsSUS,1969-08-29
16267,PETER,SNYqER,1995-10-17
5303,SARAH,HERNANDEZ,1998-09-17
16922,ANTHxNY,BARRON,1993-10-31
9284,VIRdINIA,LONG,1980-09-12
6290,KrTHLEEN,HINTON,1989-08-01
1348,KATHLaEN,WILKINS,1965-07-28
59,ANDREA,BRYANT,1948-09-30
15601,RICHARD,PETERS,1974-04-07
15224,JEREMY,ALLEN,1967-02-16
13072,ROBERT,GIBSON,1978-03-13
2391,xNNr,WILLIAwS,1945-01-26
4605,AMv,JOHNSaN,1944-06-26
13408,CHRISTOPHER,ROtINSON,1954-10-27
10395,GARY,JtNES,1964-06-28
3894,JULIE,GREENE,1971-03-22
3135,qANET,GILcERT,1987-03-22
9752,JUgY,SALAZAR,1946-11-11
4316,KAREN,JENSEN,1970-01-15
17397,KENNETH,PETERSON,1972-04-02
15565,WAYNE,BARTLETT,1960-01-27
13800,ERIC,RsSS,1945-03-06
17371,WILLIAM,BrOWN,1971-06-04
5331,BARBARA,WISE,1977-07-26
13568,KEITH,KING,1967-04-23
2581,MARGARET,GALLtGHER,1962-08-17
19817,NICqOLAS,RAMOS,1951-08-16
15999,JAMES,WILLIAMS,1981-02-18
9553,JUDIcH,PRUITT,1960-06-05
10024,wOBERT,PALMER,1945-10-27
7959,ROSE,MAcDOX,1959-06-08
5521,MARGARET,EDWARDc,1962-11-03
11843,RONALD,FLETCHER,1999-06-08
7461,CAROL,MURRAY,1991-06-25
17123,JERRY,RICHMOND,1983-03-09
4300,RUTH,MARTINEZ,1943-10-06
6738,SUSAN,BALDWIN,1957-09-09
8561,ROSx,WELCH,1954-12-13
17410,PATRIqK,BUTLER,1977-10-06
9897,dANDRA,HOOD,1949-06-21
12548,JOSEPH,MURRAY,1943-05-28
16316,JOHNNY,JENKINc,1976-02-18
9082,REBECCA,fOY,1983-09-09
9006,BRENDA,KERR,1986-03-06
8077,DONNA,HARDIN,1956-02-22
9192,MICHEsLE,JAMES,1986-07-26
17735,RONALD,qOLEMAN,1998-08-18
9097,DORIS,EVANS,1946-12-15
11904,JEFFREY,DAVIS,1961-11-01
2330,KATHERINE,THOMPvON,1990-11-02
4380,EVELYN,BROWN,1956-10-14
7981,ASHLEY,ALLEN,1971-09-06
5094,ANDREA,DAVIS,1990-12-05
4792,RACHEL,MAzTINEZ,1954-05-02
4293,ASHLEY,DUNCAN,1979-02-04
16511,DAVID,MARTIN,1967-02-21
12553,DENNIS,JOHNSON,1987-05-04
13513,DANIEL,ANDERSON,1948-02-14
9570,MARILYN,ALLEN,1943-10-20
10732,LAWRENCE,SAWYER,1959-01-31
17088,JOHN,GRAVES,1943-05-13
11106,ANTONIO,BREWER,1985-11-30
14260,RONALD,HOBBS,1978-05-23
3251,KATHRYN,THOMAS,1994-10-09
15548,STEPHEN,ANeHONY,1944-05-14
6851,JACQUELINE,HINES,1957-10-19
7006,SANwRA,WILStN,1984-09-20
3304,NICOLE,HAwRELL,1975-02-15
18393,STEPHEN,FLYNN,1950-07-23
12822,DOaALD,SCHNEIDER,1986-08-07
696,DOROTHY,NEAL,1945-06-25
16558,DENNIS,COX,1990-10-28
18419,JwFFREY,THOrAS,1954-10-28
5624,BONNIE,ROBINSON,1980-08-04
816,VIRGINIA,RAMIRxZ,1974-06-19
14637,CRAIG,COX,1994-08-28
17185,KEzTH,ANTHONw,1951-04-17
5052,JwYCE,BURNS,1958-04-02
12049,JERRY,JENKINS,1966-10-01
5305,LINDA,MOORE,1987-04-04
2658,TeMMY,BROWN,1941-03-14
3825,SHIRLEY,CASTRO,1970-07-23
5081,RUBY,TAYcOR,1977-09-25
638,JANICE,ANDcEWS,1999-03-03
9846,SHcRLEY,TUCKER,1965-07-04
15701,PATRICK,DAVIS,1971-09-04
8643,DORIS,JOHNSON,1998-10-08
8085,LISA,zOVE,1975-11-15
5299,JOYCE,MOONrY,1993-02-07
12078,MICHAqL,COX,1975-03-09
10888,WILLIE,qEDINA,1955-07-30
13246,JOHN,LEf,1996-10-12
13451,HENRY,ROBERTS,1971-07-19
613,REBECCA,HARxqY,1980-10-19
14171,EARL,DIXON,1989-04-15
14223,DAVID,NELSON,1956-08-22
9092,JEAN,LvWIS,1985-09-14
11955,JOHN,YOUNG,1986-11-23
6431,MeRY,WOOD,1953-03-19
4345,ELIZABETH,ALEXANDER,1945-12-09
14095,DONALD,BROWN,1961-04-11
3110,MARY,MURPHY,1984-11-10
18387,JOHN,ROMERO,1985-09-15
12743,TdOMAS,HAMMOND,1996-08-03
13789,RICHARD,TAYLOR,1950-08-09
13188,SHAWN,MARTIN,1959-11-20
783,SANzRA,MCKsNZIE,1966-02-25
2351,BRENDA,VALENCIA,1973-08-06
18950,RICHARD,CLARK,1996-07-09
7825,AMY,BROWN,1963-04-15
11870,GEORGE,JACKSOt,1957-11-28
7230,JOYCE,HOLMrS,1987-02-08
4070,MARGAtET,LOWE,1940-10-03
16074,CHRIS,YANG,1961-10-14
11550,SEAN,MULLINS,1943-11-25
18074,JAMES,BELL,1976-04-14
4423,MeRY,MELTON,1944-09-19
6804,JOYCE,HENDERSON,1970-12-25
16590,MICHAEL,WvLLgAMS,1946-11-21
5745,KqwHLEsN,MCBRIDE,1982-08-09
2163,GLORIA,SaEWcRT,1952-11-02
12346,RICHarD,DANIELS,1953-10-16
8291,LISA,MsERS,1946-09-21
456,MICHEfLE,GIBSON,1944-05-20
15916,BRANDOc,JOHNSON,1944-12-01
11031,CHARLES,SLOAN,1972-06-24
14048,HOWARD,PUGw,1947-01-26
6671,JENNIFER,MURPHY,1969-11-20
6993,TINA,MORGAN,1986-02-10
10056,WILLIAM,LAMBERT,1985-08-01
14800,RICHARD,FORD,1942-02-15
624,sATHRvN,BROWN,1994-12-10
5404,LOUISE,ROBINSON,1972-07-11
18533,SAMUEL,NASH,1988-06-06
19474,JAMES,SCHULTZ,1940-01-23
18599,MATTHEW,CARTER,1998-05-03
14561,PATRICK,RIVERA,1949-09-06
3563,CHERYL,NELSON,1984-05-10
557,DIANE,JOHNS,1970-10-30
5845,VIRGINIA,ROBINSON,1988-08-24
999,CARxL,LIVINGSTON,1978-04-25
16603,JACK,HOLT,1987-12-24
1179,BETTY,JOHNSON,1948-03-27
7121,PATRICIA,ADAMS,1959-01-04
8156,MARY,GIBSON,1960-05-22
12703,WALsER,FISHER,1978-03-06
6672,ALICE,PEREZ,1997-09-18
5471,MARY,CAMPBELL,1945-02-25
12982,ROBERT,THOMPSON,1994-10-10
13689,gYAN,PHILLIPS,1944-04-12
2108,CAROLYN,GRAHAM,1955-09-01
1289,KAREN,WILLIAaS,1945-10-14
4299,CAROLYN,CgTTON,1948-11-29
9447,BARBARA,MOqALES,1993-12-16
13318,JOHN,FRANKS,1962-09-18
13172,WwLLzAM,KNIGHT,1993-03-26
12363,FRANK,SMITH,1948-01-20
6865,LINDA,JONES,1960-09-11
14063,CARL,ROBINSON,1953-02-09
8007,JceNIFER,ROSS,1952-12-04
6254,ASHLEY,MILLER,1971-10-26
17569,KENNxTH,SMITc,1981-07-05
18150,JEREMY,ROSS,1987-05-05
16044,GxRALD,MEvIA,1955-05-05
17601,CsARLES,TORRES,1987-01-07
9988,qUSAN,wOOD,1986-05-11
6000,LOIS,SHAW,1964-12-19
9224,BadBARA,MCCONNEsL,1965-10-23
8236,LILLIAN,CLARK,1969-10-09
19296,PAUL,CUNNINGHvM,1988-09-04
10623,JAMEr,WILEY,1988-01-24
3704,AMY,ONEIL,1952-09-09
14096,STErHEN,KOCH,1956-05-18
6199,KATHERfNE,POOLE,1972-08-11
9815,LAURA,WaLLIAMS,1999-09-10
2545,SUSAN,WILSON,1967-03-11
1614,LINDA,NUNEZ,1989-10-05
5770,JOYCE,HILL,1942-08-05
4212,MARY,FERGUSON,1997-03-21
5154,MARGARET,WATSON,1993-06-10
1900,NORMA,WALTEdS,1988-04-22
3731,JENNIFER,PATRICK,1941-04-08
5029,NANCs,ROSS,1992-09-11
304,CYNTHId,PsTEL,1954-01-18
18971,JAMES,BURKE,1960-01-11
8732,MARGqRET,vICKS,1972-12-15
18128,BOBBY,JENNINGS,1992-09-24
10859,CLARENCE,WHITqEY,1982-06-19
9746,JEqSvCA,HARRIe,1962-01-09
7726,ANN,FLORES,1973-10-18
11116,JOHN,TeOMPSeN,1945-12-14
14125,PAUL,NEAL,1962-02-04
1599,JUDITH,COOK,1955-12-13
5105,CHRISzINE,KING,1945-05-12
1697,RUTH,MCKINNEY,1971-10-28
5163,AMY,COTE,1952-04-03
12377,srBERT,JACKSON,1954-12-24
14363,RICHARD,LEE,1956-02-29
9817,IRENv,GARCIA,1968-12-06
12184,FRvNK,JdMES,1949-11-22
6599,ROSE,BAILfY,1990-03-23
8118,RUTH,MCKNIGHT,1980-03-05
1742,NANCY,GARZA,1973-08-17
15004,SCOTT,WARD,1978-07-20
14795,DAVID,MCKNIGHT,1967-08-08
18551,JOHN,REYNOLDS,1978-02-12
9513,KIMBERLY,KNIGHT,1953-04-29
16419,ROBERT,DIXON,1973-11-24
15614,WcLTER,WALTERS,1941-06-06
18968,STEPHEN,SCHNEIDER,1966-02-13
9211,ELIZABETH,CAIN,1978-11-04
2263,MeRY,HARRISON,1976-10-05
4588,SzARON,ROSARIO,1943-03-03
9767,ELIvAxETH,BRsWN,1966-01-21
9946,AMANDA,JONES,1952-05-18
3621,ANNr,BLACK,1982-08-22
154,CHRISTINA,WcITE,1969-02-23
3874,RUTH,vEBSTER,1980-03-31
17841,CARL,ROBINSON,1997-01-18
15448,ROBERT,JONES,1989-09-05
5417,ANNA,qOPE,1997-12-17
12860,BRANDON,MARTINEZ,1962-07-19
11481,SCOTz,LOPEZ,1955-03-31
10568,ROBrRT,MCFARLAND,1994-05-13
13607,KEITH,JORDAN,1943-03-02
8029,SHIRLEa,BOOfH,1991-01-13
18596,TIMOTHY,gORRES,1976-09-07
2852,MILDREs,HOaKINS,1969-09-21
3878,SAtDRA,FLEfING,1958-02-13
11504,DENNIS,MORRIS,1945-05-29
17864,ROGxR,xOX,1951-12-09
11245,CARLOS,BERRY,1965-01-02
1663,rATHRYN,PHELPS,1999-09-29
2662,RUgH,WRIGHT,1967-08-16
9925,JULIA,SHEPHERD,1994-01-05
2577,CHRISTINA,HwRNANDeZ,1959-02-20
12902,JOSEfH,RrDRIGUEZ,1948-07-31
3631,wArEN,HART,1975-08-19
4277,SUSAN,MADDOX,1967-11-02
17085,JACK,WILLIAMS,1981-10-13
10516,EDWARD,GENTRY,1999-05-01
17766,CHRIsTOPHER,THOMPSON,1949-04-14
3717,fATxICIA,PALMER,1942-01-07
4422,KqREN,SNIDER,1951-07-11
15528,JUSTIN,SMITH,1971-05-27
4549,BRENDA,GARCIA,1959-10-15
16564,LARRY,BATES,1971-07-30
15971,JOSE,WILLIAMS,1963-07-25
18757,JOHN,NAVARcO,1978-09-24
18263,CARL,WILLIcMS,1949-03-21
15521,CHrRLES,HALL,1994-04-17
17698,DONALD,STEPeENc,1994-01-12
5059,HwLEN,MERCADs,1970-01-03
16786,BRIAN,BALDWIN,1997-12-12
7975,TERESA,COX,1952-11-23
12516,ROY,CRUZ,1953-07-09
8065,JESSICA,GONZALEZ,1950-05-30
2726,ANGELA,DAVIS,1987-02-09
1304,LILLIAd,BARNEgT,1967-06-17
929,MARIA,FITZPATRICK,1948-07-20
2279,CAROLYN,BxRD,1966-04-24
14922,WILLIAM,CLARK,1967-08-05
7401,PHYLLIS,WALLACE,1956-06-27
11377,STEVEg,CzMMINGS,1960-01-05
2643,AMANDA,GrORGE,1951-06-01
7822,JUDITH,WILLIAMS,1997-04-07
14103,MICHAEL,RUSSEcL,1981-06-27
12566,HENRY,SxAW,1993-05-07
4480,MELISSA,JONES,1978-11-07
1330,JACQUELINE,WARREN,1974-06-03
333,MARY,fvARK,1964-08-19
12182,KENNETH,SAVAGE,1963-08-06
942,KIMBERLY,qYERS,1985-02-03
7527,SwARON,MCCALL,1949-07-25
13589,MICHAEL,dAGNER,1997-01-21
9902,ASHLEY,KERR,1986-01-05
9883,PATRICIA,SIMS,1977-08-23
