firstname,surname,birthdate,zip_codes
589,DOROTHY,JACKSON,1993-05-02,11227
590,CYNTHIA,WEBB,1941-04-12,11226
591,DOROTHY,BURNS,1974-10-08,11109
592,RUBY,SPENCER,1965-02-17,11109
593,DONNA,HARRISON,1954-09-20,11227
594,JENNIFER,TAYLOR,1985-06-05,11226
595,MELISSA,WHITE,1972-05-07,11227
596,JEAN,ALLEN,1985-09-10,11226
597,AMY,LOVE,1940-08-11,11226
598,RACHEL,FIGUEROA,1987-02-12,11377
599,BETTY,MORSE,1993-09-27,11227
600,PAULA,BEACH,1941-06-29,11226
601,DONNA,ROBERTSON,1990-11-21,11226
602,KATHY,BROWN,1946-03-10,11227
603,PATRICIA,MILLER,1955-02-05,11226
604,ANN,ANDREWS,1950-04-15,11226
605,SANDRA,THOMPSON,1956-11-22,11226
606,SUSAN,NELSON,1955-04-06,11226
607,BEVERLY,LUNA,1984-03-14,11226
608,RUTH,REYNOLDS,1981-03-22,11226
609,BETTY,HOLDEN,1956-11-06,11109
610,SHARON,SMITH,1995-04-04,11377
611,TAMMY,JAMES,1947-09-03,11227
612,ELIZABETH,MORRIS,1994-01-30,11226
613,REBECCA,HARVEY,1980-10-20,11227
614,KELLY,BAUER,1941-09-10,11226
615,MARILYN,TAYLOR,1952-04-05,11226
616,MARY,PAYNE,1978-01-25,11226
617,KIMBERLY,WHITE,1998-07-29,11226
618,LISA,GILBERT,1946-05-02,11226
619,MARIA,ROBERTS,1972-09-12,11109
620,PATRICIA,GARCIA,1965-11-24,11227
621,REBECCA,REEVES,1997-12-29,11226
622,MARY,GOLDEN,1952-12-25,11226
623,ELIZABETH,BROWN,1953-06-06,11109
624,KATHRYN,BROWN,1994-12-11,11109
625,SUSAN,BAKER,1950-09-09,11226
626,BRENDA,MCCARTHY,1997-10-12,11226
627,BARBARA,MULLINS,1965-02-19,11226
628,DEBORAH,HOUSE,1991-11-09,11109
629,MELISSA,PERRY,1973-01-29,11226
630,SARA,ROGERS,1988-08-20,11226
631,ASHLEY,JENKINS,1962-02-11,11226
632,DEBRA,ORTIZ,1953-10-27,11377
633,CHRISTINE,TURNER,1960-02-19,11227
634,ANNA,ANDERSON,1955-12-22,11226
635,JESSICA,BROWN,1954-02-28,11226
636,ANGELA,BLACK,1948-07-13,11109
637,MARY,ALVAREZ,1946-09-16,11227
638,JANICE,ANDREWS,1999-03-04,11226
639,JANE,DAVIS,1979-11-15,11227
640,LISA,CROSBY,1979-01-25,11226
641,JUDY,OLSON,1942-11-08,11226
642,ELIZABETH,ALLEN,1954-07-01,11226
643,DOROTHY,HUFF,1987-12-29,11226
644,FRANCES,BROWN,1943-03-04,11227
645,MARIE,BOND,1984-12-23,11109
646,MARIA,MOORE,1976-10-09,11109
647,NANCY,ROSALES,1991-07-07,11226
648,JANET,RUSH,1981-10-06,11226
649,DIANA,HILL,1948-02-09,11226
650,VIRGINIA,RICHARDS,1946-11-30,11226
651,ELIZABETH,WALKER,1988-10-22,11226
652,JENNIFER,HULL,1987-07-22,11377
653,MARY,MCINTYRE,1953-09-01,11226
654,REBECCA,WARD,1982-10-17,11227
655,MARY,MARTIN,1963-07-29,11226
656,GLORIA,MORIN,1961-03-27,11226
657,KAREN,MOORE,1948-02-27,11226
658,EMILY,DOTSON,1963-01-27,11226
659,LINDA,HERRING,1944-07-08,11109
660,CAROLYN,WILLIAMS,1996-03-02,11109
661,MICHELLE,JORDAN,1988-02-04,11227
662,DEBORAH,HOPKINS,1961-03-09,11227
663,BARBARA,WADE,1984-09-06,11377
664,PATRICIA,CASTRO,1986-03-21,11109
665,KATHY,NEAL,1960-09-01,11226
666,KAREN,TURNER,1955-12-26,11226
667,MARIA,BARNETT,1972-03-18,11226
668,SHIRLEY,RAMOS,1991-11-17,11227
669,HELEN,VINCENT,1984-02-15,11109
670,MARTHA,FOSTER,1971-10-03,11109
671,DEBRA,HESS,1955-11-10,11109
672,PAMELA,ALVARADO,1948-05-06,11226
673,LINDA,MARTINEZ,1992-04-10,11226
674,ANDREA,WILSON,1993-10-12,11226
675,JANICE,EDWARDS,1965-04-09,11226
676,SHIRLEY,CASTRO,1981-08-13,11377
677,AMANDA,VANG,1977-09-07,11226
678,DORIS,PHILLIPS,1990-09-26,11377
679,MARY,HARDIN,1973-06-24,11227
680,TAMMY,FERGUSON,1972-02-02,11226
681,DORIS,MARSHALL,1967-05-07,11109
682,PAMELA,HAYNES,1996-10-24,11377
683,MARILYN,ROGERS,1976-08-03,11226
684,BRENDA,JOHNSON,1991-06-02,11226
685,KATHRYN,SNOW,1961-11-16,11227
686,CAROL,VEGA,1984-12-10,11227
687,LAURA,SWANSON,1976-12-21,11227
688,DIANE,BYRD,1956-09-04,11226
689,MARY,JOHNSON,1980-11-30,11226
690,MARY,BOWERS,1995-10-02,11227
691,JANET,THOMAS,1966-03-03,11377
692,MELISSA,JACKSON,1942-06-09,11227
693,LOUISE,PIERCE,1953-10-14,11227
694,JESSICA,BRADSHAW,1971-02-06,11226
695,JANE,CHAPMAN,1942-07-03,11226
696,DOROTHY,NEAL,1945-06-26,11227
697,PHYLLIS,LITTLE,1963-01-02,11226
698,LISA,HUDSON,1981-09-28,11226
699,KIMBERLY,GOLDEN,1947-07-18,11109
700,MELISSA,WHITE,1955-04-17,11226
701,FRANCES,GOMEZ,1969-04-04,11226
702,MICHELLE,GARCIA,1996-12-01,11227
703,DOROTHY,EVANS,1966-10-01,11377
704,BETTY,SMITH,1984-02-11,11109
705,ELIZABETH,LOVE,1974-01-11,11227
706,MARGARET,LYNCH,1964-10-24,11226
707,SANDRA,GIBSON,1967-10-22,11226
708,DIANE,GARDNER,1974-06-12,11227
709,NANCY,JARVIS,1958-10-26,11227
710,DOROTHY,ZIMMERMAN,1962-05-02,11226
711,MARY,WARREN,1941-07-13,11226
712,MARTHA,FERGUSON,1983-05-25,11226
713,HELEN,RAY,1959-04-20,11226
714,AMY,GRANT,1994-03-20,11226
715,DEBRA,RYAN,1988-05-06,11109
716,MARY,NELSON,1991-01-01,11226
717,BEVERLY,CARNEY,1946-12-16,11227
718,MELISSA,THOMPSON,1978-01-19,11226
719,AMY,MCCOY,1974-12-04,11109
720,MARY,MONROE,1986-12-15,11226
721,MARGARET,CRAFT,1971-07-11,11226
722,RUBY,MOORE,1955-01-22,11227
723,LORI,ROY,1990-04-25,11227
724,MARY,RODRIQUEZ,1971-12-17,11226
725,ANNIE,MELTON,1972-04-09,11226
726,SUSAN,BRYANT,1980-01-27,11227
727,KATHLEEN,COOPER,1995-03-06,11109
728,LORI,BRAY,1986-09-28,11227
729,JESSICA,CONRAD,1965-04-24,11109
730,JANICE,CALHOUN,1994-01-17,11226
731,GLORIA,ANDERSON,1968-05-12,11109
732,PATRICIA,ALLEN,1982-05-15,11226
733,JESSICA,MILLER,1970-01-20,11377
734,ELIZABETH,TURNER,1945-08-12,11226
735,SARA,BYERS,1985-01-21,11226
736,LILLIAN,SCOTT,1985-09-29,11227
737,SUSAN,ZIMMERMAN,1977-09-06,11227
738,PAMELA,MURPHY,1942-03-25,11226
739,JACQUELINE,CHAVEZ,1971-07-15,11226
740,MILDRED,MENDOZA,1955-10-31,11226
741,KATHLEEN,CHANG,1998-02-16,11226
742,ANN,NASH,1997-03-08,11226
743,JOYCE,SMITH,1983-05-25,11227
744,HELEN,DEAN,1948-11-17,11109
745,MARY,MAYS,1948-09-07,11226
746,LAURA,EDWARDS,1981-10-07,11226
747,MARY,RUSSELL,1977-11-04,11226
748,STEPHANIE,JENKINS,1955-09-21,11109
749,BRENDA,FARMER,1958-12-14,11226
750,MARY,CAMPOS,1971-12-14,11377
751,REBECCA,MARTIN,1951-07-29,11227
752,ROSE,SHEPHERD,1947-04-23,11226
753,MARY,CUMMINGS,1952-01-07,11226
754,MARY,JONES,1980-05-08,11377
755,JULIA,HERRERA,1973-08-30,11377
756,VIRGINIA,THOMPSON,1958-12-21,11109
757,SARAH,ANDERSON,1949-03-14,11226
758,MILDRED,HENDRICKS,1955-11-05,11226
759,SANDRA,SANDERS,1992-08-02,11377
760,BARBARA,KENNEDY,1944-10-23,11226
761,HELEN,REYES,1955-05-05,11227
762,MELISSA,DELGADO,1998-08-16,11226
763,CAROLYN,DUDLEY,1969-07-26,11227
764,JENNIFER,COOK,1998-10-25,11377
765,VIRGINIA,WATSON,1988-03-01,11377
766,NICOLE,CARR,1988-03-08,11377
767,STEPHANIE,HUTCHINSON,1951-08-05,11109
768,CHRISTINE,SANDERS,1966-06-06,11226
769,FRANCES,JOHNSON,1955-02-10,11226
770,ELIZABETH,MITCHELL,1958-08-14,11227
771,TERESA,TOWNSEND,1963-05-16,11227
772,MARY,KENNEDY,1947-02-11,11109
773,NANCY,HOLLOWAY,1997-03-02,11227
774,BONNIE,PEREZ,1970-08-08,11227
775,AMY,BARRY,1941-07-02,11226
776,GLORIA,BROWN,1970-06-17,11226
777,PAMELA,ROGERS,1942-04-23,11109
778,MELISSA,SHAW,1952-09-24,11226
779,NANCY,WILLIAMS,1975-01-15,11109
780,RACHEL,GARCIA,1990-10-23,11226
781,DOROTHY,FIELDS,1981-04-21,11109
782,BARBARA,COLLINS,1997-03-05,11377
783,SANDRA,MCKENZIE,1966-02-26,11226
784,STEPHANIE,CASTRO,1987-05-02,11226
785,PATRICIA,THOMPSON,1991-05-09,11226
786,LINDA,CAMPBELL,1967-09-29,11226
787,MARY,FOWLER,1955-07-29,11226
788,SHIRLEY,CAIN,1956-11-13,11227
789,ANNA,YOUNG,1942-05-29,11226
790,ANNE,SCHULTZ,1982-06-18,11226
791,MICHELLE,TYSON,1964-02-03,11226
792,MARY,BISHOP,1992-12-21,11226
793,ALICE,HEBERT,1951-10-15,11226
794,LOUISE,BROWN,1985-09-23,11109
795,PAULA,EDWARDS,1964-02-27,11226
796,ROSE,TOWNSEND,1992-03-27,11226
797,PAMELA,GUERRA,1969-05-27,11226
798,MARY,BARRETT,1990-01-23,11377
799,AMANDA,BARKER,1948-12-24,11226
800,MARY,BROWN,1951-03-29,11226
801,MELISSA,BENSON,1949-06-20,11226
802,ELIZABETH,WHITE,1946-08-01,11226
803,LAURA,PENA,1997-05-09,11226
804,JACQUELINE,EWING,1982-02-08,11227
805,DOROTHY,AUSTIN,1992-05-09,11227
806,JOYCE,JOHNSON,1968-12-19,11226
807,LISA,FRAZIER,1993-04-01,11226
808,KIMBERLY,POPE,1980-12-06,11226
809,PHYLLIS,NIEVES,1982-06-30,11226
810,BRENDA,MILLER,1977-06-24,11109
811,PAULA,MOORE,1997-07-03,11109
812,KIMBERLY,KNOWLES,1956-01-31,11226
813,RUTH,BROOKS,1975-08-12,11226
814,CHRISTINE,HAYES,1954-11-06,11226
815,VIRGINIA,JONES,1997-02-07,11227
816,VIRGINIA,RAMIREZ,1974-06-20,11226
817,SANDRA,WALKER,1964-04-09,11226
818,IRENE,BROWN,1983-06-03,11226
819,JANICE,ALVAREZ,1998-02-08,11227
820,PATRICIA,NORMAN,1944-06-29,11226
821,IRENE,BEACH,1986-02-02,11226
822,LINDA,PERKINS,1983-05-21,11109
823,JENNIFER,GIBBS,1957-12-13,11226
824,BARBARA,GENTRY,1998-01-27,11109
825,TAMMY,KING,1966-03-04,11227
826,MILDRED,BAKER,1989-02-26,11226
827,DEBORAH,LEWIS,1994-06-01,11227
828,ANNA,PORTER,1993-07-24,11227
829,MELISSA,SMITH,1995-06-29,11377
830,ASHLEY,JIMENEZ,1958-12-08,11226
831,ANGELA,WALLACE,1950-04-26,11377
832,PAMELA,NASH,1998-09-20,11109
833,SHIRLEY,HARVEY,1949-01-20,11109
834,MARY,DEAN,1941-01-08,11109
835,LOIS,TYSON,1947-08-03,11377
836,LINDA,WHITE,1952-02-03,11226
837,ELIZABETH,OLSON,1985-06-29,11377
838,MARIE,KIM,1998-01-28,11226
839,CHRISTINA,ROBERTS,1961-04-23,11226
840,PATRICIA,LYNCH,1953-08-12,11109
841,MARIA,MOODY,1985-11-27,11227
842,KATHLEEN,FRANKLIN,1967-03-22,11226
843,MARIA,FOX,1987-04-20,11226
844,KIMBERLY,WEBB,1997-04-15,11226
845,BARBARA,MOORE,1978-06-22,11109
846,DORIS,KEITH,1967-12-09,11109
847,JEAN,WILLIS,1941-09-10,11226
848,NANCY,RUSH,1974-08-04,11226
849,DOROTHY,POWELL,1947-04-22,11226
850,ASHLEY,CLARK,1964-08-17,11109
851,TERESA,GRAY,1949-03-06,11226
852,RUBY,PHILLIPS,1977-03-11,11226
853,BONNIE,MURPHY,1980-02-17,11226
854,LILLIAN,GUERRERO,1952-08-10,11377
855,JANET,THOMPSON,1985-05-15,11109
856,MARGARET,WILLIAMS,1952-08-01,11227
857,SHARON,PAUL,1947-06-23,11226
858,JULIA,JOHNSON,1973-04-06,11227
859,JACQUELINE,DELANEY,1990-05-22,11226
860,JOAN,SMITH,1996-05-28,11109
861,CAROL,JAMES,1991-04-12,11226
862,DONNA,COOPER,1946-01-18,11109
863,ALICE,TAYLOR,1986-04-29,11226
864,SARAH,JOHNSON,1976-06-07,11109
865,SHIRLEY,RAMOS,1982-04-10,11227
866,MARY,EATON,1950-05-18,11226
867,ANGELA,SHAW,1981-10-21,11226
868,PATRICIA,JACKSON,1975-04-27,11227
869,SHIRLEY,LEE,1976-04-15,11377
870,JENNIFER,GEORGE,1946-06-05,11377
871,DOROTHY,GRAY,1988-09-18,11226
872,KIMBERLY,MEYER,1982-01-13,11226
873,BONNIE,EDWARDS,1942-09-07,11226
874,LINDA,PRATT,1981-05-09,11226
875,JESSICA,THOMPSON,1954-11-02,11226
876,LISA,COLLINS,1951-05-15,11227
877,ELIZABETH,CARTER,1967-06-17,11226
878,PATRICIA,HAMMOND,1960-08-28,11226
879,KATHERINE,SHEPHERD,1974-05-27,11226
880,JANET,THOMPSON,1965-05-11,11109
881,IRENE,SMITH,1947-02-02,11227
882,KIMBERLY,THOMAS,1967-03-18,11227
883,SUSAN,ROGERS,1965-11-03,11226
884,DEBRA,BARTLETT,1995-09-01,11226
885,JOYCE,MYERS,1976-03-19,11226
886,VIRGINIA,KING,1993-05-03,11226
887,MARY,NORRIS,1974-03-17,11109
888,JESSICA,GORDON,1940-12-02,11227
889,SHIRLEY,KELLY,1940-06-06,11226
890,HELEN,COLON,1994-04-24,11109
891,CHERYL,ROBINSON,1994-02-24,11226
892,JUDITH,JENSEN,1949-03-13,11226
893,WANDA,CARTER,1971-01-30,11227
894,DIANA,FREDERICK,1985-07-22,11227
895,EVELYN,GREENE,1995-08-18,11227
896,PATRICIA,MILES,1955-04-05,11227
897,DIANE,SMITH,1959-04-07,11377
898,LILLIAN,CONLEY,1963-06-14,11226
899,TERESA,MONROE,1948-11-17,11377
900,SHIRLEY,SCHNEIDER,1994-11-07,11226
901,HELEN,WATSON,1957-02-17,11109
902,BETTY,JONES,1998-05-11,11109
903,ANNE,CHAVEZ,1941-06-25,11226
904,BETTY,HENRY,1981-02-25,11377
905,MARY,PHILLIPS,1959-04-11,11227
906,JANE,OWEN,1973-11-13,11226
907,CHERYL,GONZALES,1948-01-05,11109
908,ROBIN,ANDERSON,1977-11-08,11109
909,SUSAN,FITZGERALD,1995-02-15,11226
910,KAREN,MOSES,1992-03-10,11377
911,ALICE,FORD,1977-07-27,11226
912,BARBARA,ROBERTS,1957-10-09,11377
913,KATHERINE,OWENS,1942-03-11,11227
914,MARY,JORDAN,1977-01-21,11227
915,CHERYL,MALONE,1958-05-29,11377
916,JACQUELINE,PALMER,1964-11-22,11226
917,ROSE,SHANNON,1962-08-24,11226
918,MARY,SMITH,1948-05-01,11226
919,HEATHER,DURHAM,1958-09-14,11226
920,KELLY,HERRERA,1986-12-15,11226
921,MARY,GUZMAN,1953-07-24,11226
922,JOAN,KNIGHT,1989-05-09,11109
923,MARY,WILLIAMS,1985-08-26,11377
924,PAMELA,GRANT,1988-06-01,11226
925,PAMELA,LYNCH,1953-03-13,11226
926,MARY,SWEENEY,1940-01-28,11226
927,MICHELLE,WARNER,1975-05-07,11377
928,ANNA,NORMAN,1966-07-08,11377
929,MARIA,FITZPATRICK,1948-07-21,11226
930,AMY,CLEVELAND,1962-08-02,11109
931,JENNIFER,WILSON,1999-12-14,11227
932,HELEN,COOK,1994-08-16,11226
933,DONNA,YOUNG,1969-12-24,11226
934,SANDRA,CONLEY,1959-09-13,11226
935,STEPHANIE,CLAYTON,1967-12-05,11226
936,MARY,KERR,1998-10-29,11226
937,PAMELA,MURPHY,1949-10-08,11226
938,ANNA,FISHER,1991-06-28,11227
939,ANN,FIELDS,1983-04-14,11377
940,CAROL,SCOTT,1992-12-11,11226
941,MARY,EWING,1966-05-09,11227
942,KIMBERLY,AYERS,1985-02-04,11377
943,CAROL,JACKSON,1947-12-15,11377
944,ANGELA,MITCHELL,1949-03-04,11226
945,DONNA,TUCKER,1965-04-21,11377
946,MARY,STONE,1947-02-08,11377
947,ANNA,MENDEZ,1968-12-26,11377
948,STEPHANIE,JIMENEZ,1985-11-29,11226
949,PHYLLIS,DRAKE,1990-03-14,11226
950,MARIE,HARRISON,1965-04-20,11226
951,ELIZABETH,SANTIAGO,1991-05-30,11226
952,SANDRA,PATE,1996-04-21,11226
953,THERESA,HAYES,1976-02-25,11226
954,DIANE,EMERSON,1996-04-03,11226
955,SANDRA,MORIN,1957-08-24,11226
956,LISA,ALLISON,1974-06-15,11226
957,JACQUELINE,DELEON,1991-12-19,11226
958,MARTHA,WRIGHT,1955-03-17,11377
959,MARGARET,DAVIS,1970-08-22,11226
960,MARY,FORD,1968-04-09,11226
961,LINDA,ORTEGA,1967-02-05,11226
962,HELEN,ROGERS,1956-07-13,11109
963,MELISSA,ADAMS,1960-08-15,11226
964,JUDY,WILLIAMS,1947-09-28,11227
965,CHRISTINE,HUFF,1948-10-27,11109
966,CHRISTINA,STEIN,1979-02-23,11377
967,NORMA,SANTOS,1988-09-03,11226
968,DENISE,ANDREWS,1977-12-19,11226
969,PATRICIA,SMITH,1955-01-21,11227
970,DIANA,SMITH,1992-06-23,11226
971,CYNTHIA,MORGAN,1948-11-23,11109
972,SARA,HILL,1959-04-28,11226
973,STEPHANIE,HARRINGTON,1975-02-13,11226
974,CYNTHIA,PARSONS,1951-08-02,11227
975,SARA,MCCARTHY,1971-10-05,11227
976,LAURA,DOMINGUEZ,1944-04-14,11109
977,MARY,GOMEZ,1943-05-29,11226
978,ROSE,BAKER,1967-01-06,11226
979,DENISE,BYERS,1995-10-11,11227
980,LINDA,PALMER,1945-02-04,11377
981,LINDA,HENSLEY,1986-07-17,11377
982,MARTHA,GOMEZ,1941-06-14,11227
983,JENNIFER,BROWN,1981-03-01,11226
984,RACHEL,WATSON,1945-04-09,11226
985,JANET,WAGNER,1950-03-03,11109
986,KATHY,PARKER,1988-10-11,11109
987,CAROL,BEASLEY,1957-05-11,11377
988,DEBRA,BARNES,1957-07-29,11226
989,PATRICIA,HUFF,1958-11-30,11109
990,BETTY,SOTO,1950-08-10,11226
991,TAMMY,WILLIAMS,1986-05-02,11227
992,WANDA,YOUNG,1956-04-06,11227
993,KATHERINE,SIMS,1953-02-25,11227
994,MARIA,RODRIGUEZ,1942-05-28,11226
995,ANGELA,TANNER,1969-11-04,11227
996,CATHERINE,ALLEN,1991-05-09,11377
997,CYNTHIA,WATERS,1977-12-04,11226
998,KATHRYN,GRAVES,1959-05-07,11226
999,CAROL,LIVINGSTON,1978-04-26,11226
1000,DOROTHY,GONZALEZ,1960-03-23,11377
1001,DEBORAH,DILLON,1978-07-24,11109
1002,TINA,SOLOMON,1968-02-05,11227
1003,ELIZABETH,WILLIAMS,1978-09-18,11226
1004,ANNE,HANEY,1961-09-11,11226
1005,MARIE,OWENS,1975-02-06,11226
1006,KATHLEEN,BOYD,1990-11-19,11226
1007,JOAN,SMITH,1949-08-19,11109
1008,SANDRA,OCHOA,1960-09-28,11226
1009,MICHELLE,BURTON,1982-10-17,11226
1010,CYNTHIA,THOMPSON,1982-11-29,11109
1011,CAROLYN,WILLIAMS,1973-05-01,11226
1012,PATRICIA,DANIELS,1981-04-12,11109
1013,ANGELA,MOSES,1974-10-30,11226
1014,MARTHA,KENNEDY,1966-05-26,11227
1015,PATRICIA,DAVIS,1997-11-06,11109
1016,TINA,LAWRENCE,1954-09-12,11227
1017,AMY,BROWN,1967-08-15,11109
1018,LILLIAN,BAXTER,1973-06-06,11377
1019,ROBIN,MARTIN,1976-04-20,11226
1020,SHIRLEY,WALLACE,1993-05-14,11227
1021,JEAN,SMITH,1950-04-22,11109
1022,BRENDA,HENDERSON,1981-09-27,11377
1023,KIMBERLY,GRAVES,1963-02-07,11226
1024,LORI,CRAWFORD,1965-06-12,11109
1025,DEBORAH,JONES,1992-06-06,11227
1026,JENNIFER,ALLEN,1944-02-10,11226
1027,PAULA,FARMER,1951-12-05,11227
1028,JOAN,GREEN,1998-04-06,11226
1029,CYNTHIA,MCDOWELL,1961-03-08,11226
1030,GLORIA,CASH,1968-03-07,11227
1031,KATHLEEN,HOLDER,1963-01-19,11226
1032,ROBIN,SMITH,1966-05-14,11109
1033,MICHELLE,KNIGHT,1990-02-01,11226
1034,KATHLEEN,ANDERSON,1947-08-27,11109
1035,MARY,LARSON,1947-06-10,11109
1036,BETTY,KIRKLAND,1951-12-20,11226
1037,KATHERINE,MORAN,1977-03-16,11226
1038,CATHERINE,POWELL,1944-09-22,11226
1039,BETTY,EVANS,1986-11-13,11226
1040,HELEN,JOHNSON,1941-06-22,11226
1041,DORIS,MACDONALD,1952-02-19,11226
1042,DEBORAH,SMITH,1946-03-29,11227
1043,RUTH,RODRIGUEZ,1968-10-31,11226
1044,LINDA,BUSH,1995-06-15,11226
1045,MARY,MORRISON,1941-06-14,11377
1046,STEPHANIE,BRADLEY,1968-12-18,11226
1047,ANNA,PENNINGTON,1994-04-25,11226
1048,REBECCA,LOVE,1977-04-17,11226
1049,KATHERINE,FOWLER,1948-05-24,11377
1050,LINDA,HARRIS,1966-03-28,11226
1051,RUTH,MORTON,1983-01-25,11227
1052,KIMBERLY,DOUGLAS,1961-11-20,11377
1053,CHRISTINE,WATSON,1958-06-28,11227
1054,LOIS,MENDEZ,1994-10-06,11226
1055,LISA,DAVIDSON,1981-03-26,11377
1056,THERESA,WATKINS,1998-04-06,11226
1057,SANDRA,ROBERTSON,1963-09-18,11226
1058,HEATHER,ONEAL,1981-05-06,11227
1059,SARAH,PACE,1998-04-18,11377
1060,SHARON,VAUGHN,1963-09-11,11226
1061,EVELYN,MOORE,1977-10-08,11226
1062,ANDREA,SCOTT,1968-01-18,11227
1063,JENNIFER,LEE,1982-04-02,11226
1064,MARY,ROBERTS,1977-05-03,11226
1065,MARY,HILL,1941-09-16,11226
1066,NANCY,MONTGOMERY,1960-06-16,11377
1067,MARY,WALTERS,1981-01-17,11226
1068,ANNA,JOSEPH,1980-12-02,11227
1069,KIMBERLY,FLETCHER,1945-05-08,11226
1070,BARBARA,MARTIN,1976-10-06,11109
1071,CYNTHIA,TAYLOR,1951-06-22,11226
1072,ASHLEY,LYONS,1948-08-09,11226
1073,SARAH,BISHOP,1947-08-19,11377
1074,NORMA,HALL,1989-05-24,11226
1075,HEATHER,WATTS,1975-07-02,11109
1076,MARY,ODONNELL,1979-04-23,11377
1077,ANNIE,FERGUSON,1991-05-04,11377
1078,BETTY,FRAZIER,1943-11-14,11226
1079,TAMMY,REEVES,1974-01-09,11109
1080,MILDRED,PETERS,1955-06-01,11226
1081,MICHELLE,RODRIGUEZ,1945-01-20,11226
1082,TAMMY,BUCKLEY,1952-05-07,11226
1083,HEATHER,MORSE,1948-11-12,11226
1084,PAMELA,HUMPHREY,1996-05-28,11227
1085,KIMBERLY,NEAL,1943-04-17,11226
1086,MARY,CORTEZ,1991-12-04,11226
1087,DEBORAH,BUTLER,1998-04-10,11226
1088,RUTH,LAWSON,1985-07-30,11377
1089,RUTH,BLACKWELL,1995-09-17,11226
1090,LISA,NELSON,1995-11-09,11226
1091,MARIA,THOMPSON,1941-09-26,11109
1092,NANCY,WILLIAMS,1994-02-20,11226
1093,DEBRA,LEWIS,1987-04-20,11377
1094,ANGELA,HOLMES,1992-04-05,11226
1095,NICOLE,DAVIS,1952-12-26,11377
1096,ANGELA,PARKS,1955-05-02,11226
1097,JENNIFER,LOVE,1991-07-19,11377
1098,MARY,WILLIS,1971-04-06,11226
1099,MARY,GREER,1996-05-23,11226
1100,BONNIE,POPE,1979-06-15,11227
1101,ANNIE,BLACK,1962-01-26,11109
1102,KATHLEEN,DENNIS,1972-10-19,11226
1103,MARGARET,JOHNSON,1996-07-28,11226
1104,IRENE,HANSEN,1955-06-18,11226
1105,SUSAN,CRUZ,1957-01-09,11227
1106,MARY,PRICE,1984-03-03,11226
1107,MARIA,WALKER,1960-03-23,11377
1108,MARGARET,ODOM,1977-04-20,11226
1109,DIANA,RIVERS,1948-08-07,11226
1110,JESSICA,MILLER,1997-11-01,11226
1111,MARY,WAGNER,1942-06-06,11227
1112,LILLIAN,MCLAUGHLIN,1975-08-26,11226
1113,DENISE,WILSON,1946-03-19,11377
1114,MARGARET,DEJESUS,1949-12-25,11226
1115,KATHLEEN,JONES,1962-05-05,11377
1116,NANCY,FULLER,1942-07-15,11377
1117,DENISE,JOHNSON,1994-11-01,11226
1118,JANET,JACKSON,1958-08-15,11226
1119,BARBARA,OBRIEN,1988-01-15,11226
1120,KAREN,BRIGHT,1999-09-17,11226
1121,MARY,BROOKS,1958-09-25,11227
1122,KELLY,ANDREWS,1950-07-30,11226
1123,LINDA,WINTERS,1983-04-13,11226
1124,MARY,LAMB,1974-02-26,11227
1125,PATRICIA,FIELDS,1975-07-16,11226
1126,MARY,WHITE,1955-11-01,11227
1127,DORIS,KNIGHT,1973-08-23,11226
1128,ANNE,BLANCHARD,1990-07-19,11226
1129,JENNIFER,SMITH,1990-11-07,11226
1130,KATHLEEN,VINSON,1955-09-09,11226
1131,ELIZABETH,ROBERTS,1943-04-24,11226
1132,FRANCES,ROMERO,1957-01-13,11226
1133,JANET,SANTIAGO,1947-12-03,11109
1134,SARAH,FRY,1964-07-23,11109
1135,JESSICA,HAYNES,1940-04-19,11227
1136,LISA,LEWIS,1964-04-19,11109
1137,SARAH,WILLIAMS,1976-11-26,11226
1138,KAREN,JAMES,1996-08-17,11226
1139,KAREN,CLARK,1978-05-02,11226
1140,JEAN,HUDSON,1992-11-04,11227
1141,LORI,BOYLE,1971-12-15,11226
1142,BARBARA,CHAMBERS,1949-10-20,11377
1143,MARIA,MCGOWAN,1940-12-27,11226
1144,LOIS,GREEN,1951-03-19,11377
1145,DORIS,STEWART,1986-05-08,11226
1146,NORMA,MAY,1952-11-06,11226
1147,TERESA,WASHINGTON,1979-08-05,11377
1148,JESSICA,HARRISON,1959-01-19,11109
1149,MICHELLE,KRAMER,1962-05-12,11226
1150,MARIE,MORAN,1957-07-06,11226
1151,JULIE,LITTLE,1975-07-20,11227
1152,WANDA,PHILLIPS,1950-12-24,11227
1153,DEBRA,CAMPBELL,1943-04-09,11109
1154,KATHY,DAVIS,1958-10-28,11226
1155,LAURA,HUBBARD,1970-09-15,11226
1156,HELEN,BENDER,1964-12-26,11227
1157,DONNA,WILKINSON,1999-07-17,11226
1158,SUSAN,PATRICK,1976-04-16,11226
1159,ANNA,KIRK,1946-10-28,11227
1160,HELEN,OLIVER,1949-05-30,11377
1161,PATRICIA,SULLIVAN,1993-04-07,11109
1162,SUSAN,LEE,1990-10-19,11226
1163,CATHERINE,REILLY,1978-12-29,11377
1164,CHERYL,WILSON,1967-05-05,11227
1165,NANCY,VALENCIA,1982-12-24,11109
1166,ANNA,NELSON,1940-01-20,11226
1167,KATHRYN,GREEN,1993-04-08,11377
1168,JUDY,VALDEZ,1964-04-11,11227
1169,THERESA,TAYLOR,1983-11-02,11226
