firstname,surname,birthdate,zip_codes
JANICE,EDWARDS,4/9/65,11226
SHIRLEY,CASTRO,8/13/81,11377
AMANDA,VANG,9/7/77,11226
DORIS,PHILLIPS,9/26/90,11377
MARY,HARDIN,6/24/73,11227
TAMMY,FERGUSON,2/2/72,11226
DORIS,MARSHALL,5/7/67,11109
PAMELA,HAYNES,10/24/96,11377
MARILYN,ROGERS,8/3/76,11226
BRENDA,JOHNSON,6/2/91,11226
KATHRYN,SNOW,11/16/61,11227
CAROL,VEGA,12/10/84,11227
LAURA,SWANSON,12/21/76,11227
DIANE,BYRD,9/4/56,11226
MARY,JOHNSON,11/30/80,11226
MARY,BOWERS,10/2/95,11227
JANET,THOMAS,3/3/66,11377
MELISSA,JACKSON,6/9/42,11227
LOUISE,PIERCE,10/14/53,11227
JESSICA,BRADSHAW,2/6/71,11226
JANE,CHAPMAN,7/3/42,11226
DOROTHY,NEAL,6/26/45,11227
PHYLLIS,LITTLE,1/2/63,11226
LISA,HUDSON,9/28/81,11226
KIMBERLY,GOLDEN,7/18/47,11109
MELISSA,WHITE,4/17/55,11226
FRANCES,GOMEZ,4/4/69,11226
MICHELLE,GARCIA,12/1/96,11227
DOROTHY,EVANS,10/1/66,11377
BETTY,SMITH,2/11/84,11109
ELIZABETH,LOVE,1/11/74,11227
MARGARET,LYNCH,10/24/64,11226
SANDRA,GIBSON,10/22/67,11226
DIANE,GARDNER,6/12/74,11227
NANCY,JARVIS,10/26/58,11227
DOROTHY,ZIMMERMAN,5/2/62,11226
MARY,WARREN,7/13/41,11226
MARTHA,FERGUSON,5/25/83,11226
HELEN,RAY,4/20/59,11226
AMY,GRANT,3/20/94,11226
DEBRA,RYAN,5/6/88,11109
MARY,NELSON,1/1/91,11226
BEVERLY,CARNEY,12/16/46,11227
MELISSA,THOMPSON,1/19/78,11226
AMY,MCCOY,12/4/74,11109
MARY,MONROE,12/15/86,11226
MARGARET,CRAFT,7/11/71,11226
RUBY,MOORE,1/22/55,11227
LORI,ROY,4/25/90,11227
MARY,RODRIQUEZ,12/17/71,11226
ANNIE,MELTON,4/9/72,11226
SUSAN,BRYANT,1/27/80,11227
KATHLEEN,COOPER,3/6/95,11109
LORI,BRAY,9/28/86,11227
JESSICA,CONRAD,4/24/65,11109
JANICE,CALHOUN,1/17/94,11226
GLORIA,ANDERSON,5/12/68,11109
PATRICIA,ALLEN,5/15/82,11226
JESSICA,MILLER,1/20/70,11377
ELIZABETH,TURNER,8/12/45,11226
SARA,BYERS,1/21/85,11226
LILLIAN,SCOTT,9/29/85,11227
SUSAN,ZIMMERMAN,9/6/77,11227
PAMELA,MURPHY,3/25/42,11226
JACQUELINE,CHAVEZ,7/15/71,11226
MILDRED,MENDOZA,10/31/55,11226
KATHLEEN,CHANG,2/16/98,11226
ANN,NASH,3/8/97,11226
JOYCE,SMITH,5/25/83,11227
HELEN,DEAN,11/17/48,11109
MARY,MAYS,9/7/48,11226
LAURA,EDWARDS,10/7/81,11226
MARY,RUSSELL,11/4/77,11226
STEPHANIE,JENKINS,9/21/55,11109
BRENDA,FARMER,12/14/58,11226
MARY,CAMPOS,12/14/71,11377
REBECCA,MARTIN,7/29/51,11227
ROSE,SHEPHERD,4/23/47,11226
MARY,CUMMINGS,1/7/52,11226
MARY,JONES,5/8/80,11377
JULIA,HERRERA,8/30/73,11377
VIRGINIA,THOMPSON,12/21/58,11109
SARAH,ANDERSON,3/14/49,11226
MILDRED,HENDRICKS,11/5/55,11226
SANDRA,SANDERS,8/2/92,11377
BARBARA,KENNEDY,10/23/44,11226
HELEN,REYES,5/5/55,11227
MELISSA,DELGADO,8/16/98,11226
CAROLYN,DUDLEY,7/26/69,11227
JENNIFER,COOK,10/25/98,11377
VIRGINIA,WATSON,3/1/88,11377
NICOLE,CARR,3/8/88,11377
STEPHANIE,HUTCHINSON,8/5/51,11109
CHRISTINE,SANDERS,6/6/66,11226
FRANCES,JOHNSON,2/10/55,11226
ELIZABETH,MITCHELL,8/14/58,11227
TERESA,TOWNSEND,5/16/63,11227
MARY,KENNEDY,2/11/47,11109
NANCY,HOLLOWAY,3/2/97,11227
BONNIE,PEREZ,8/8/70,11227
AMY,BARRY,7/2/41,11226
GLORIA,BROWN,6/17/70,11226
PAMELA,ROGERS,4/23/42,11109
MELISSA,SHAW,9/24/52,11226
NANCY,WILLIAMS,1/15/75,11109
RACHEL,GARCIA,10/23/90,11226
DOROTHY,FIELDS,4/21/81,11109
BARBARA,COLLINS,3/5/97,11377
SANDRA,MCKENZIE,2/26/66,11226
STEPHANIE,CASTRO,5/2/87,11226
PATRICIA,THOMPSON,5/9/91,11226
LINDA,CAMPBELL,9/29/67,11226
MARY,FOWLER,7/29/55,11226
SHIRLEY,CAIN,11/13/56,11227
ANNA,YOUNG,5/29/42,11226
ANNE,SCHULTZ,6/18/82,11226
MICHELLE,TYSON,2/3/64,11226
MARY,BISHOP,12/21/92,11226
ALICE,HEBERT,10/15/51,11226
LOUISE,BROWN,9/23/85,11109
PAULA,EDWARDS,2/27/64,11226
ROSE,TOWNSEND,3/27/92,11226
PAMELA,GUERRA,5/27/69,11226
MARY,BARRETT,1/23/90,11377
AMANDA,BARKER,12/24/48,11226
MARY,BROWN,3/29/51,11226
MELISSA,BENSON,6/20/49,11226
ELIZABETH,WHITE,8/1/46,11226
LAURA,PENA,5/9/97,11226
JACQUELINE,EWING,2/8/82,11227
DOROTHY,AUSTIN,5/9/92,11227
JOYCE,JOHNSON,12/19/68,11226
LISA,FRAZIER,4/1/93,11226
KIMBERLY,POPE,12/6/80,11226
PHYLLIS,NIEVES,6/30/82,11226
BRENDA,MILLER,6/24/77,11109
PAULA,MOORE,7/3/97,11109
KIMBERLY,KNOWLES,1/31/56,11226
RUTH,BROOKS,8/12/75,11226
CHRISTINE,HAYES,11/6/54,11226
VIRGINIA,JONES,2/7/97,11227
VIRGINIA,RAMIREZ,6/20/74,11226
SANDRA,WALKER,4/9/64,11226
IRENE,BROWN,6/3/83,11226
JANICE,ALVAREZ,2/8/98,11227
PATRICIA,NORMAN,6/29/44,11226
IRENE,BEACH,2/2/86,11226
LINDA,PERKINS,5/21/83,11109
JENNIFER,GIBBS,12/13/57,11226
BARBARA,GENTRY,1/27/98,11109
TAMMY,KING,3/4/66,11227
MILDRED,BAKER,2/26/89,11226
DEBORAH,LEWIS,6/1/94,11227
ANNA,PORTER,7/24/93,11227
MELISSA,SMITH,6/29/95,11377
ASHLEY,JIMENEZ,12/8/58,11226
ANGELA,WALLACE,4/26/50,11377
PAMELA,NASH,9/20/98,11109
SHIRLEY,HARVEY,1/20/49,11109
MARY,DEAN,1/8/41,11109
LOIS,TYSON,8/3/47,11377
LINDA,WHITE,2/3/52,11226
ELIZABETH,OLSON,6/29/85,11377
MARIE,KIM,1/28/98,11226
CHRISTINA,ROBERTS,4/23/61,11226
PATRICIA,LYNCH,8/12/53,11109
MARIA,MOODY,11/27/85,11227
KATHLEEN,FRANKLIN,3/22/67,11226
MARIA,FOX,4/20/87,11226
KIMBERLY,WEBB,4/15/97,11226
BARBARA,MOORE,6/22/78,11109
DORIS,KEITH,12/9/67,11109
JEAN,WILLIS,9/10/41,11226
NANCY,RUSH,8/4/74,11226
DOROTHY,POWELL,4/22/47,11226
ASHLEY,CLARK,8/17/64,11109
TERESA,GRAY,3/6/49,11226
RUBY,PHILLIPS,3/11/77,11226
BONNIE,MURPHY,2/17/80,11226
LILLIAN,GUERRERO,8/10/52,11377
JANET,THOMPSON,5/15/85,11109
MARGARET,WILLIAMS,8/1/52,11227
SHARON,PAUL,6/23/47,11226
JULIA,JOHNSON,4/6/73,11227
JACQUELINE,DELANEY,5/22/90,11226
JOAN,SMITH,5/28/96,11109
CAROL,JAMES,4/12/91,11226
DONNA,COOPER,1/18/46,11109
ALICE,TAYLOR,4/29/86,11226
SARAH,JOHNSON,6/7/76,11109
SHIRLEY,RAMOS,4/10/82,11227
MARY,EATON,5/18/50,11226
ANGELA,SHAW,10/21/81,11226
PATRICIA,JACKSON,4/27/75,11227
SHIRLEY,LEE,4/15/76,11377
JENNIFER,GEORGE,6/5/46,11377
DOROTHY,GRAY,9/18/88,11226
KIMBERLY,MEYER,1/13/82,11226
BONNIE,EDWARDS,9/7/42,11226
LINDA,PRATT,5/9/81,11226
JESSICA,THOMPSON,11/2/54,11226
LISA,COLLINS,5/15/51,11227
ELIZABETH,CARTER,6/17/67,11226
PATRICIA,HAMMOND,8/28/60,11226
KATHERINE,SHEPHERD,5/27/74,11226
JANET,THOMPSON,5/11/65,11109
IRENE,SMITH,2/2/47,11227
KIMBERLY,THOMAS,3/18/67,11227
SUSAN,ROGERS,11/3/65,11226
DEBRA,BARTLETT,9/1/95,11226
JOYCE,MYERS,3/19/76,11226
VIRGINIA,KING,5/3/93,11226
MARY,NORRIS,3/17/74,11109
JESSICA,GORDON,12/2/40,11227
SHIRLEY,KELLY,6/6/40,11226
HELEN,COLON,4/24/94,11109
CHERYL,ROBINSON,2/24/94,11226
JUDITH,JENSEN,3/13/49,11226
WANDA,CARTER,1/30/71,11227
DIANA,FREDERICK,7/22/85,11227
EVELYN,GREENE,8/18/95,11227
PATRICIA,MILES,4/5/55,11227
DIANE,SMITH,4/7/59,11377
LILLIAN,CONLEY,6/14/63,11226
TERESA,MONROE,11/17/48,11377
SHIRLEY,SCHNEIDER,11/7/94,11226
HELEN,WATSON,2/17/57,11109
BETTY,JONES,5/11/98,11109
ANNE,CHAVEZ,6/25/41,11226
BETTY,HENRY,2/25/81,11377
MARY,PHILLIPS,4/11/59,11227
JANE,OWEN,11/13/73,11226
CHERYL,GONZALES,1/5/48,11109
ROBIN,ANDERSON,11/8/77,11109
SUSAN,FITZGERALD,2/15/95,11226
KAREN,MOSES,3/10/92,11377
ALICE,FORD,7/27/77,11226
BARBARA,ROBERTS,10/9/57,11377
KATHERINE,OWENS,3/11/42,11227
MARY,JORDAN,1/21/77,11227
CHERYL,MALONE,5/29/58,11377
JACQUELINE,PALMER,11/22/64,11226
ROSE,SHANNON,8/24/62,11226
MARY,SMITH,5/1/48,11226
HEATHER,DURHAM,9/14/58,11226
KELLY,HERRERA,12/15/86,11226
MARY,GUZMAN,7/24/53,11226
JOAN,KNIGHT,5/9/89,11109
MARY,WILLIAMS,8/26/85,11377
PAMELA,GRANT,6/1/88,11226
PAMELA,LYNCH,3/13/53,11226
MARY,SWEENEY,1/28/40,11226
MICHELLE,WARNER,5/7/75,11377
ANNA,NORMAN,7/8/66,11377
MARIA,FITZPATRICK,7/21/48,11226
AMY,CLEVELAND,8/2/62,11109
JENNIFER,WILSON,12/14/99,11227
HELEN,COOK,8/16/94,11226
DONNA,YOUNG,12/24/69,11226
SANDRA,CONLEY,9/13/59,11226
STEPHANIE,CLAYTON,12/5/67,11226
MARY,KERR,10/29/98,11226
PAMELA,MURPHY,10/8/49,11226
ANNA,FISHER,6/28/91,11227
ANN,FIELDS,4/14/83,11377
CAROL,SCOTT,12/11/92,11226
MARY,EWING,5/9/66,11227
KIMBERLY,AYERS,2/4/85,11377
CAROL,JACKSON,12/15/47,11377
ANGELA,MITCHELL,3/4/49,11226
DONNA,TUCKER,4/21/65,11377
MARY,STONE,2/8/47,11377
ANNA,MENDEZ,12/26/68,11377
STEPHANIE,JIMENEZ,11/29/85,11226
PHYLLIS,DRAKE,3/14/90,11226
MARIE,HARRISON,4/20/65,11226
ELIZABETH,SANTIAGO,5/30/91,11226
SANDRA,PATE,4/21/96,11226
THERESA,HAYES,2/25/76,11226
DIANE,EMERSON,4/3/96,11226
SANDRA,MORIN,8/24/57,11226
LISA,ALLISON,6/15/74,11226
JACQUELINE,DELEON,12/19/91,11226
MARTHA,WRIGHT,3/17/55,11377
MARGARET,DAVIS,8/22/70,11226
MARY,FORD,4/9/68,11226
LINDA,ORTEGA,2/5/67,11226
HELEN,ROGERS,7/13/56,11109
MELISSA,ADAMS,8/15/60,11226
JUDY,WILLIAMS,9/28/47,11227
CHRISTINE,HUFF,10/27/48,11109
CHRISTINA,STEIN,2/23/79,11377
NORMA,SANTOS,9/3/88,11226
DENISE,ANDREWS,12/19/77,11226
PATRICIA,SMITH,1/21/55,11227
DIANA,SMITH,6/23/92,11226
CYNTHIA,MORGAN,11/23/48,11109
SARA,HILL,4/28/59,11226
STEPHANIE,HARRINGTON,2/13/75,11226
CYNTHIA,PARSONS,8/2/51,11227
SARA,MCCARTHY,10/5/71,11227
LAURA,DOMINGUEZ,4/14/44,11109
MARY,GOMEZ,5/29/43,11226
ROSE,BAKER,1/6/67,11226
DENISE,BYERS,10/11/95,11227
LINDA,PALMER,2/4/45,11377
LINDA,HENSLEY,7/17/86,11377
MARTHA,GOMEZ,6/14/41,11227
JENNIFER,BROWN,3/1/81,11226
RACHEL,WATSON,4/9/45,11226
JANET,WAGNER,3/3/50,11109
KATHY,PARKER,10/11/88,11109
CAROL,BEASLEY,5/11/57,11377
DEBRA,BARNES,7/29/57,11226
PATRICIA,HUFF,11/30/58,11109
BETTY,SOTO,8/10/50,11226
TAMMY,WILLIAMS,5/2/86,11227
WANDA,YOUNG,4/6/56,11227
KATHERINE,SIMS,2/25/53,11227
MARIA,RODRIGUEZ,5/28/42,11226
ANGELA,TANNER,11/4/69,11227
CATHERINE,ALLEN,5/9/91,11377
CYNTHIA,WATERS,12/4/77,11226
KATHRYN,GRAVES,5/7/59,11226
CAROL,LIVINGSTON,4/26/78,11226
DOROTHY,GONZALEZ,3/23/60,11377
DEBORAH,DILLON,7/24/78,11109
TINA,SOLOMON,2/5/68,11227
ELIZABETH,WILLIAMS,9/18/78,11226
ANNE,HANEY,9/11/61,11226
MARIE,OWENS,2/6/75,11226
KATHLEEN,BOYD,11/19/90,11226
JOAN,SMITH,8/19/49,11109
SANDRA,OCHOA,9/28/60,11226
MICHELLE,BURTON,10/17/82,11226
CYNTHIA,THOMPSON,11/29/82,11109
CAROLYN,WILLIAMS,5/1/73,11226
PATRICIA,DANIELS,4/12/81,11109
ANGELA,MOSES,10/30/74,11226
MARTHA,KENNEDY,5/26/66,11227
PATRICIA,DAVIS,11/6/97,11109
TINA,LAWRENCE,9/12/54,11227
AMY,BROWN,8/15/67,11109
LILLIAN,BAXTER,6/6/73,11377
ROBIN,MARTIN,4/20/76,11226
SHIRLEY,WALLACE,5/14/93,11227
JEAN,SMITH,4/22/50,11109
BRENDA,HENDERSON,9/27/81,11377
KIMBERLY,GRAVES,2/7/63,11226
LORI,CRAWFORD,6/12/65,11109
DEBORAH,JONES,6/6/92,11227
JENNIFER,ALLEN,2/10/44,11226
PAULA,FARMER,12/5/51,11227
JOAN,GREEN,4/6/98,11226
CYNTHIA,MCDOWELL,3/8/61,11226
GLORIA,CASH,3/7/68,11227
KATHLEEN,HOLDER,1/19/63,11226
ROBIN,SMITH,5/14/66,11109
MICHELLE,KNIGHT,2/1/90,11226
KATHLEEN,ANDERSON,8/27/47,11109
MARY,LARSON,6/10/47,11109
BETTY,KIRKLAND,12/20/51,11226
KATHERINE,MORAN,3/16/77,11226
CATHERINE,POWELL,9/22/44,11226
BETTY,EVANS,11/13/86,11226
HELEN,JOHNSON,6/22/41,11226
DORIS,MACDONALD,2/19/52,11226
DEBORAH,SMITH,3/29/46,11227
RUTH,RODRIGUEZ,10/31/68,11226
LINDA,BUSH,6/15/95,11226
MARY,MORRISON,6/14/41,11377
STEPHANIE,BRADLEY,12/18/68,11226
ANNA,PENNINGTON,4/25/94,11226
REBECCA,LOVE,4/17/77,11226
KATHERINE,FOWLER,5/24/48,11377
LINDA,HARRIS,3/28/66,11226
RUTH,MORTON,1/25/83,11227
KIMBERLY,DOUGLAS,11/20/61,11377
CHRISTINE,WATSON,6/28/58,11227
LOIS,MENDEZ,10/6/94,11226
LISA,DAVIDSON,3/26/81,11377
THERESA,WATKINS,4/6/98,11226
SANDRA,ROBERTSON,9/18/63,11226
HEATHER,ONEAL,5/6/81,11227
SARAH,PACE,4/18/98,11377
SHARON,VAUGHN,9/11/63,11226
EVELYN,MOORE,10/8/77,11226
ANDREA,SCOTT,1/18/68,11227
JENNIFER,LEE,4/2/82,11226
MARY,ROBERTS,5/3/77,11226
MARY,HILL,9/16/41,11226
NANCY,MONTGOMERY,6/16/60,11377
MARY,WALTERS,1/17/81,11226
ANNA,JOSEPH,12/2/80,11227
KIMBERLY,FLETCHER,5/8/45,11226
BARBARA,MARTIN,10/6/76,11109
CYNTHIA,TAYLOR,6/22/51,11226
ASHLEY,LYONS,8/9/48,11226
SARAH,BISHOP,8/19/47,11377
NORMA,HALL,5/24/89,11226
HEATHER,WATTS,7/2/75,11109
MARY,ODONNELL,4/23/79,11377
ANNIE,FERGUSON,5/4/91,11377
BETTY,FRAZIER,11/14/43,11226
TAMMY,REEVES,1/9/74,11109
MILDRED,PETERS,6/1/55,11226
MICHELLE,RODRIGUEZ,1/20/45,11226
TAMMY,BUCKLEY,5/7/52,11226
HEATHER,MORSE,11/12/48,11226
PAMELA,HUMPHREY,5/28/96,11227
KIMBERLY,NEAL,4/17/43,11226
MARY,CORTEZ,12/4/91,11226
DEBORAH,BUTLER,4/10/98,11226
RUTH,LAWSON,7/30/85,11377
RUTH,BLACKWELL,9/17/95,11226
LISA,NELSON,11/9/95,11226
MARIA,THOMPSON,9/26/41,11109
NANCY,WILLIAMS,2/20/94,11226
DEBRA,LEWIS,4/20/87,11377
ANGELA,HOLMES,4/5/92,11226
NICOLE,DAVIS,12/26/52,11377
ANGELA,PARKS,5/2/55,11226
JENNIFER,LOVE,7/19/91,11377
MARY,WILLIS,4/6/71,11226
MARY,GREER,5/23/96,11226
BONNIE,POPE,6/15/79,11227
ANNIE,BLACK,1/26/62,11109
KATHLEEN,DENNIS,10/19/72,11226
MARGARET,JOHNSON,7/28/96,11226
IRENE,HANSEN,6/18/55,11226
SUSAN,CRUZ,1/9/57,11227
MARY,PRICE,3/3/84,11226
MARIA,WALKER,3/23/60,11377
MARGARET,ODOM,4/20/77,11226
DIANA,RIVERS,8/7/48,11226
JESSICA,MILLER,11/1/97,11226
MARY,WAGNER,6/6/42,11227
LILLIAN,MCLAUGHLIN,8/26/75,11226
DENISE,WILSON,3/19/46,11377
MARGARET,DEJESUS,12/25/49,11226
KATHLEEN,JONES,5/5/62,11377
NANCY,FULLER,7/15/42,11377
DENISE,JOHNSON,11/1/94,11226
JANET,JACKSON,8/15/58,11226
BARBARA,OBRIEN,1/15/88,11226
KAREN,BRIGHT,9/17/99,11226
MARY,BROOKS,9/25/58,11227
KELLY,ANDREWS,7/30/50,11226
LINDA,WINTERS,4/13/83,11226
MARY,LAMB,2/26/74,11227
PATRICIA,FIELDS,7/16/75,11226
MARY,WHITE,11/1/55,11227
DORIS,KNIGHT,8/23/73,11226
ANNE,BLANCHARD,7/19/90,11226
JENNIFER,SMITH,11/7/90,11226
KATHLEEN,VINSON,9/9/55,11226
ELIZABETH,ROBERTS,4/24/43,11226
FRANCES,ROMERO,1/13/57,11226
JANET,SANTIAGO,12/3/47,11109
SARAH,FRY,7/23/64,11109
JESSICA,HAYNES,4/19/40,11227
LISA,LEWIS,4/19/64,11109
SARAH,WILLIAMS,11/26/76,11226
KAREN,JAMES,8/17/96,11226
KAREN,CLARK,5/2/78,11226
JEAN,HUDSON,11/4/92,11227
LORI,BOYLE,12/15/71,11226
BARBARA,CHAMBERS,10/20/49,11377
MARIA,MCGOWAN,12/27/40,11226
LOIS,GREEN,3/19/51,11377
DORIS,STEWART,5/8/86,11226
NORMA,MAY,11/6/52,11226
TERESA,WASHINGTON,8/5/79,11377
JESSICA,HARRISON,1/19/59,11109
MICHELLE,KRAMER,5/12/62,11226
MARIE,MORAN,7/6/57,11226
JULIE,LITTLE,7/20/75,11227
WANDA,PHILLIPS,12/24/50,11227
DEBRA,CAMPBELL,4/9/43,11109
KATHY,DAVIS,10/28/58,11226
LAURA,HUBBARD,9/15/70,11226
HELEN,BENDER,12/26/64,11227
DONNA,WILKINSON,7/17/99,11226
SUSAN,PATRICK,4/16/76,11226
ANNA,KIRK,10/28/46,11227
HELEN,OLIVER,5/30/49,11377
PATRICIA,SULLIVAN,4/7/93,11109
SUSAN,LEE,10/19/90,11226
CATHERINE,REILLY,12/29/78,11377
CHERYL,WILSON,5/5/67,11227
NANCY,VALENCIA,12/24/82,11109
ANNA,NELSON,1/20/40,11226
KATHRYN,GREEN,4/8/93,11377
JUDY,VALDEZ,4/11/64,11227
THERESA,TAYLOR,11/2/83,11226
FRANCES,OBRIEN,10/4/45,11226
HELEN,DALTON,1/1/76,11227
PATRICIA,ESTRADA,10/25/87,11226
WANDA,WILSON,6/17/77,11226
ANNA,PRESTON,8/24/43,11227
SANDRA,CHRISTIAN,9/14/88,11109
MELISSA,SMITH,4/12/84,11226
DEBORAH,WEBB,8/17/82,11226
BRENDA,OLSON,7/18/42,11226
BETTY,JOHNSON,3/28/48,11377
DOROTHY,MERCADO,5/24/92,11226
CYNTHIA,KENNEDY,4/24/87,11109
HELEN,OLSON,5/27/95,11227
MARY,ANDERSON,8/21/93,11226
VIRGINIA,BOYD,8/31/53,11109
NICOLE,MURRAY,11/13/62,11226
SARA,MADDOX,12/25/85,11377
PATRICIA,WILLIAMS,10/6/81,11227
BETTY,JONES,6/7/91,11377
SHARON,EATON,10/10/85,11227
JESSICA,MILLER,7/17/95,11377
NANCY,DAVIS,12/11/42,11227
PAMELA,HERRERA,8/25/94,11227
EVELYN,KOCH,12/23/80,11226
ANGELA,HOPKINS,9/29/99,11227
BEVERLY,PARKER,9/25/64,11109
MARGARET,MITCHELL,12/22/67,11226
MARY,WALKER,6/2/48,11377
CAROLYN,WEBB,4/26/53,11377
VIRGINIA,HENRY,6/17/81,11227
TERESA,NICHOLS,5/9/99,11227
JANICE,FRANKLIN,9/28/85,11226
MARY,RILEY,7/19/58,11109
SHIRLEY,WILLIAMS,4/22/67,11226
LISA,JONES,2/26/45,11109
ANNA,SMITH,5/4/53,11226
DEBRA,SMITH,11/17/51,11227
KATHERINE,HENRY,9/29/73,11109
MELISSA,BECK,7/4/52,11226
ALICE,RUSSELL,4/30/55,11226
JOYCE,HARRIS,3/2/58,11226
KATHERINE,CAMERON,1/3/63,11226
GLORIA,LEONARD,7/31/58,11109
DEBORAH,JOHNSON,11/19/54,11227
ROSE,DURAN,1/31/90,11377
SARA,GARZA,3/19/47,11226
ANN,HENDERSON,11/24/69,11226
LAURA,CRAWFORD,1/28/98,11109
LAURA,BRYANT,2/20/41,11226
CHRISTINA,KING,10/1/60,11377
MARY,MITCHELL,1/5/96,11227
PATRICIA,SANDERS,1/4/41,11226
ANGELA,MENDEZ,9/21/50,11226
PATRICIA,OWENS,7/21/85,11227
RUTH,HERNANDEZ,8/3/75,11109
MARY,WILLIAMS,2/9/45,11377
VIRGINIA,LAMBERT,3/24/56,11226
RUTH,LAMB,10/6/60,11226
REBECCA,ANDERSON,5/12/45,11377
ANN,WHITE,10/22/93,11226
JULIA,MORALES,8/26/74,11226
CHERYL,PORTER,6/9/77,11226
BARBARA,WILLIAMS,12/11/77,11227
LISA,PARKS,9/16/72,11226
MARY,KNIGHT,4/10/78,11227
JUDY,COOPER,6/24/61,11227
JOYCE,CARTER,10/18/80,11226
KELLY,COLLINS,4/9/69,11227
JENNIFER,ABBOTT,1/11/94,11226
MARY,WISE,1/27/84,11226
MARY,SMITH,5/27/86,11226
JANICE,WALKER,5/27/70,11226
ANNE,HENRY,8/25/43,11226
NICOLE,MEDINA,12/31/73,11227
MARIA,GEORGE,7/24/74,11377
MARY,ROBINSON,10/12/67,11377
MICHELLE,CLAYTON,6/29/91,11226
SUSAN,NASH,7/4/63,11226
MARY,FLYNN,12/25/43,11227
BARBARA,SANTANA,3/14/66,11226
KIMBERLY,DUNCAN,4/11/65,11226
BONNIE,MILLER,6/17/75,11109
CHRISTINE,ANDERSON,11/4/89,11226
AMY,THOMPSON,1/25/59,11226
ALICE,WILKERSON,2/1/85,11227
JENNIFER,JONES,10/7/50,11377
LISA,TAYLOR,2/14/62,11377
MARY,SWANSON,11/15/90,11227
AMANDA,CHARLES,4/24/74,11227
BARBARA,HAYES,9/22/51,11109
KIMBERLY,MEYER,3/25/40,11226
RUTH,JACKSON,1/16/68,11226
DOROTHY,MYERS,3/3/46,11226
ANN,HALL,7/11/60,11227
ELIZABETH,BOWEN,3/17/77,11226
STEPHANIE,MCLAUGHLIN,12/29/53,11226
CHERYL,MILLER,11/30/72,11377
MARGARET,BANKS,5/31/86,11109
GLORIA,TAYLOR,1/30/90,11226
FRANCES,EVANS,11/26/64,11226
VIRGINIA,SMITH,12/18/49,11377
ANN,KLEIN,12/30/55,11227
BARBARA,LONG,7/29/59,11226
VIRGINIA,MARSHALL,4/18/85,11227
DONNA,YOUNG,7/16/75,11377
JENNIFER,BLAIR,12/23/69,11109
PHYLLIS,CHAMBERS,10/8/88,11226
DENISE,RODRIGUEZ,4/4/47,11109
ROSE,GIBSON,7/20/55,11226
STEPHANIE,FRANCIS,8/23/89,11377
BARBARA,POWERS,3/9/63,11226
MARILYN,COOK,11/24/77,11226
SANDRA,FINCH,6/10/96,11377
JUDY,WATTS,5/2/61,11377
PATRICIA,ALEXANDER,8/11/74,11226
PHYLLIS,QUINN,12/17/90,11109
SUSAN,LYNN,2/22/63,11227
DENISE,BYRD,11/10/48,11377
STEPHANIE,ROSS,2/5/59,11226
KAREN,WILLIAMS,10/15/45,11109
MARY,WASHINGTON,3/7/51,11377
BARBARA,PHILLIPS,7/27/79,11226
MARY,GOMEZ,10/25/98,11226
MARY,DAVIDSON,2/18/62,11226
KAREN,ROBERTSON,6/24/64,11226
RUTH,MILLER,5/21/93,11109
SARAH,CHANDLER,9/27/72,11226
NORMA,YANG,11/23/76,11226
NICOLE,THOMPSON,11/30/65,11226
JEAN,BOYD,10/25/54,11226
MARY,DAVIS,11/14/73,11226
PATRICIA,MORALES,5/15/64,11109
SUSAN,WEST,7/1/93,11226
KAREN,BEARD,10/8/77,11227
LILLIAN,BARNETT,6/18/67,11226
MARY,MILES,1/13/63,11377
NANCY,SANCHEZ,7/25/71,11377
JENNIFER,WHITE,3/21/55,11109
THERESA,WEST,1/9/40,11226
MARGARET,CARVER,10/1/61,11227
SHARON,FOSTER,9/13/67,11377
LISA,FARRELL,2/10/41,11226
LINDA,MOORE,10/1/70,11227
DEBORAH,JOHNSON,3/17/56,11109
RUTH,VANCE,2/26/78,11227
EVELYN,YOUNG,9/14/78,11226
BRENDA,WILSON,10/14/67,11226
JANET,BROWN,7/9/50,11227
ANNA,BELL,3/4/75,11227
FRANCES,FLOYD,5/24/71,11377
FRANCES,ALLEN,1/9/46,11227
KELLY,JOHNSON,6/27/58,11109
CHRISTINA,LITTLE,3/18/51,11226
KATHERINE,MENDEZ,3/28/41,11226
DONNA,BECKER,12/14/60,11227
VIRGINIA,WALKER,3/22/78,11377
SHIRLEY,BAUER,2/26/57,11226
JANET,MEYER,2/5/61,11109
SHARON,BROWN,1/7/63,11227
KIMBERLY,FLORES,8/22/54,11226
JACQUELINE,WARREN,6/4/74,11227
ELIZABETH,REED,11/25/90,11227
TINA,LEBLANC,10/26/89,11109
KIMBERLY,LOPEZ,3/24/91,11226
DEBORAH,PETERSON,3/11/92,11226
KIMBERLY,MCBRIDE,2/25/77,11109
SHARON,MAYO,3/13/46,11226
BARBARA,WHITAKER,2/17/81,11227
BONNIE,HOGAN,4/23/62,11226
JOAN,SCHWARTZ,10/22/69,11227
MARGARET,BANKS,10/10/52,11226
LINDA,SHARP,2/11/72,11109
DONNA,SMITH,1/16/98,11226
JOYCE,ELLIS,10/26/71,11109
CYNTHIA,JONES,1/12/84,11377
KELLY,RIVERA,8/27/66,11226
MARILYN,CARTER,4/28/70,11109
LISA,HARRIS,4/15/50,11226
