firstname,surname,birthdate
ROSE,BAILfY,3/23/90
RUTH,MCKNIGHT,3/5/80
NANCY,GARZA,8/17/73
SCOTT,WARD,7/20/78
DAVID,MCKNIGHT,8/8/67
JOHN,REYNOLDS,2/12/78
KIMBERLY,KNIGHT,4/29/53
ROBERT,DIXON,11/24/73
WcLTER,WALTERS,6/6/41
STEPHEN,SCHNEIDER,2/13/66
ELIZABETH,CAIN,11/4/78
MeRY,HARRISON,10/5/76
SzARON,ROSARIO,3/3/43
ELIvAxETH,BRsWN,1/21/66
AMANDA,JONES,5/18/52
ANNr,BLACK,8/22/82
CHRISTINA,WcITE,2/23/69
RUTH,vEBSTER,3/31/80
CARL,ROBINSON,1/18/97
ROBERT,JONES,9/5/89
ANNA,qOPE,12/17/97
BRANDON,MARTINEZ,7/19/62
SCOTz,LOPEZ,3/31/55
ROBrRT,MCFARLAND,5/13/94
KEITH,JORDAN,3/2/43
SHIRLEa,BOOfH,1/13/91
TIMOTHY,gORRES,9/7/76
MILDREs,HOaKINS,9/21/69
SAtDRA,FLEfING,2/13/58
DENNIS,MORRIS,5/29/45
ROGxR,xOX,12/9/51
CARLOS,BERRY,1/2/65
rATHRYN,PHELPS,9/29/99
RUgH,WRIGHT,8/16/67
JULIA,SHEPHERD,1/5/94
CHRISTINA,HwRNANDeZ,2/20/59
JOSEfH,RrDRIGUEZ,7/31/48
wArEN,HART,8/19/75
SUSAN,MADDOX,11/2/67
JACK,WILLIAMS,10/13/81
EDWARD,GENTRY,5/1/99
CHRIsTOPHER,THOMPSON,4/14/49
fATxICIA,PALMER,1/7/42
KqREN,SNIDER,7/11/51
JUSTIN,SMITH,5/27/71
BRENDA,GARCIA,10/15/59
LARRY,BATES,7/30/71
JOSE,WILLIAMS,7/25/63
JOHN,NAVARcO,9/24/78
CARL,WILLIcMS,3/21/49
CHrRLES,HALL,4/17/94
DONALD,STEPeENc,1/12/94
HwLEN,MERCADs,1/3/70
BRIAN,BALDWIN,12/12/97
TERESA,COX,11/23/52
ROY,CRUZ,7/9/53
JESSICA,GONZALEZ,5/30/50
ANGELA,DAVIS,2/9/87
LILLIAd,BARNEgT,6/17/67
MARIA,FITZPATRICK,7/20/48
CAROLYN,BxRD,4/24/66
WILLIAM,CLARK,8/5/67
PHYLLIS,WALLACE,6/27/56
STEVEg,CzMMINGS,1/5/60
AMANDA,GrORGE,6/1/51
JUDITH,WILLIAMS,4/7/97
MICHAEL,RUSSEcL,6/27/81
HENRY,SxAW,5/7/93
MELISSA,JONES,11/7/78
JACQUELINE,WARREN,6/3/74
MARY,fvARK,8/19/64
KENNETH,SAVAGE,8/6/63
KIMBERLY,qYERS,2/3/85
SwARON,MCCALL,7/25/49
MICHAEL,dAGNER,1/21/97
ASHLEY,KERR,1/5/86
PATRICIA,SIMS,8/23/77
ROBERw,MADDEN,2/20/67
ANGELA,RYAN,3/5/90
LISA,ADAMS,10/11/55
BAReARA,NEWTON,5/11/85
ANDREW,gOOK,4/16/56
JOHN,DUNN,6/19/81
LOUISE,HEBERT,8/18/88
JEAN,SsHMIDT,8/21/86
JOSHUA,ROBINSON,1/15/62
ROBERT,GIBSON,4/6/81
SHIRvEY,SMITH,5/25/55
JIMMY,NEWMAN,8/27/45
BETTY,JACKSON,2/21/49
LISA,HUDSOr,12/27/69
MELISSA,DAVIS,2/27/61
TINA,BROWN,6/13/48
LINDA,PATRIxK,3/1/64
HEATHER,ONfAL,5/5/81
WALTEe,TAYLfR,6/11/57
DEBRA,TYLER,11/24/55
MARGARET,MsdROW,10/25/62
MILDRED,BRYAq,5/26/74
MARY,DELANEY,6/3/70
MARY,HAYDEN,9/2/59
KELLY,JOHNSON,10/30/54
CHRISTINE,JOSEwH,2/15/73
ANTHONY,REYES,8/27/40
ANGELA,JACKSON,11/26/98
WIaLIAM,VASQUEZ,5/20/46
ROGER,GRAVES,11/1/85
JENNIzER,CARTER,12/10/54
GAwY,NAVARRO,11/9/84
CwxOL,JENSEq,7/18/75
RANDY,JOHeSON,7/8/48
JOSEPH,FLORES,9/26/62
LINxA,TRAN,3/28/88
RYAN,WILLIAMS,8/21/54
MICHAEL,JONES,11/27/77
CHRISTOPHER,WEBER,8/5/89
KATHLEEN,BYRD,10/19/79
BRIAN,EMEwSON,8/4/71
JAMES,RUSSO,12/20/58
RUBY,BLtKE,5/24/80
RONALD,MYERS,1/19/90
DAVID,BROfN,9/8/57
ANN,ARMSTRONG,8/1/98
KATHLEEN,SMITH,6/15/43
DAVID,KIRK,3/15/84
MICHAEL,MORcxES,2/4/99
IRENE,HOGAN,2/10/93
LINDA,JENNINGS,8/21/59
JOE,MORGAN,7/14/69
VdRGIwIA,HARDY,3/16/82
JEAN,ENGLISx,9/23/58
rEORGE,DUNCAN,12/14/70
ROSE,COLLINS,5/5/95
KATHERINE,GOODMAN,1/18/61
ELIZgBEwH,WOOdS,7/8/80
REBECCA,YORK,1/7/86
KELLY,GILMORE,10/4/53
WILLIAM,PvrEL,7/24/55
JOHN,TERRY,6/28/92
WILLIAM,JONEr,10/1/84
LAWRENCE,MASSEY,8/21/50
CATHERINE,RODRIGUEZ,8/5/95
BONNIE,SANDERS,10/2/64
EDWARD,NICHOLS,2/26/94
qOBERT,PEgRY,10/21/41
LINDA,DELGADO,12/10/55
JOHN,AGUILAR,2/20/78
SUSAN,CLARK,12/23/76
JAMES,FISCHER,8/16/87
RICHARD,RYAN,9/22/54
JOE,LOPEZ,11/9/82
SANxRA,GRAHAM,2/12/92
CHARdES,MILLER,10/9/89
MARY,LONG,12/2/48
LAUzA,STEELE,6/18/50
KATHLEEN,ALLEg,2/7/87
eAMES,COPEeAaD,10/24/96
RICsARD,STEVENS,6/7/77
DcBRd,gOVE,11/16/68
CHRISTINA,UNDERWOOe,11/16/59
McLISSA,DIAZ,2/11/51
LARRY,WRIGHT,5/8/70
KEVIv,DUNN,1/31/48
JUAN,LAWSON,1/20/91
GEORcE,xENDeZA,3/20/67
KELLY,CAMERON,7/25/60
PAMELz,HIGGINS,10/29/78
JOHNNY,SMtTH,4/12/60
WILLIAM,VALENTINE,8/30/46
dATRICIA,MARSHALL,9/26/73
DEBORAH,SMITH,1/17/46
TODD,eANDEtS,2/24/94
KENNETH,MARSHAeL,6/1/48
DAVID,McRRIS,8/7/80
MICHAEL,PAzILLA,6/3/43
MARY,FOWLER,7/29/55
SHIRwEY,JOHNSgN,8/4/80
LINDA,BARNES,2/6/96
GREGORY,WHITE,4/13/83
KATHLEEN,NICqOLSON,7/19/67
qwSEPH,BROWN,2/10/50
MARGARET,LOPEZ,7/23/43
aARIE,GARCIA,9/16/49
LOIS,ADAMS,6/2/55
NaNCY,HOLLOWAY,3/1/97
MILDRED,CHASr,8/13/72
ARwHgR,LONG,9/20/43
THOMAS,DAVvS,2/14/68
JENNIFER,KNAPP,3/19/94
twRL,GtRZA,4/15/90
WILLIAM,WELLS,4/25/63
DAVvD,HOWELL,4/19/74
HENRY,gARRISON,8/31/63
EDWARD,WALKER,3/20/50
ROSE,WILLIAMS,7/20/80
JENNIFER,VAZQtEZ,4/7/66
PAUL,VAZQUEZ,2/26/68
LARRY,COOPER,2/28/95
AARON,PAYNE,4/25/46
CHRISTOPHER,HALL,3/19/45
CATHERINE,HORN,2/21/41
TERRY,CRAIG,10/15/72
wANgCE,CLARK,12/30/64
DONALD,AqLEN,2/2/83
JOHN,WILLIAMS,6/27/81
WILfIAM,WIGGwNS,10/13/61
JAMES,GARCIA,10/27/48
PATRICK,DIAZ,10/29/73
FRANK,SANCHEZ,10/19/43
RAYMONt,DAVIS,7/26/77
cARILYN,MCCOY,4/6/91
ADAM,LIVINGSTON,7/18/58
BAqBARA,HERNANDEZ,8/16/47
AMY,TURNER,5/26/98
DOROTHY,GUTIERREZ,2/12/62
MARTfA,JONES,8/1/65
AzRON,HUGHES,2/11/99
PHYLLIS,LITTLE,1/1/63
MILDRED,LEVINE,3/12/93
BRIAN,ELLIS,4/18/88
SHAWN,COrv,8/11/53
WILtIAM,SMITf,9/21/84
gLIZABETz,JACKSON,12/31/41
RICHARD,CHAfE,10/23/68
DAVID,KLEId,9/11/78
BARBARA,RAMOS,6/9/83
RICHARD,CANNON,6/13/47
JOSEPH,DAVIS,1/9/71
DAVID,MILfER,8/7/54
ROBERT,GALLAsHER,2/6/78
JOHN,SMITs,2/1/43
WAYcc,WARD,7/16/56
fELsN,rALTON,2/17/73
NANCY,HOLT,7/21/92
LINDA,CLAY,7/3/59
JOHNNY,LAWRENCE,4/23/45
NIsHOLAS,SIMPSON,5/29/54
GEORGE,wACKSON,7/13/85
JOHN,SMfLL,6/23/64
JAMES,fUTIERREZ,8/13/42
CYNTHIA,HODGES,2/12/99
MARGvRET,GORvON,4/16/92
ROBERa,SMITH,9/21/72
TERRY,GRAY,12/30/97
LARRs,MENDEZ,6/18/81
JAMES,CLxRf,4/24/62
JERRY,SCHROEvER,5/8/77
GEORaE,COdEMAN,7/8/53
MARY,gILLER,12/11/90
MARIA,BURCH,11/2/51
CAROL,STEWAaT,3/11/86
STsPHEN,ADAMS,10/24/46
JOYCE,WILLIAMq,5/17/57
BILLY,DYER,7/12/76
KsREN,JOHNSfN,8/28/50
DEBORAH,VELEZ,12/19/50
GAqz,vURNS,2/25/42
CLARENCE,SHzPARD,2/5/67
CARL,LOPwZ,12/26/96
SHAWq,BROWN,8/13/76
RUTH,JOHNSON,12/17/94
JANET,MOORE,3/29/86
JESSgCA,vHOMPSON,11/1/54
MAeIA,DEAN,4/18/60
RxCHARD,JOHNSON,4/27/87
SANDRA,BISHOP,5/18/76
STEVEN,LtNDfEY,10/3/95
KIMBERLY,ANDERSaN,5/11/52
LINDA,MITfHELL,11/12/71
JEFFREY,STANLEY,11/13/82
CHRISTOPgER,sMITH,5/13/54
VIRGINIA,WONG,4/28/60
JeHN,WYNN,5/18/63
REBECCA,BROWN,10/9/65
JUgITH,JOYCE,9/12/54
ANNIr,ANDEsSON,4/26/84
GLORIA,MILLER,12/23/93
PATRrCK,LEE,2/26/83
HELEN,DEgN,11/16/48
ANGELA,MORaIS,10/19/99
JAMES,xARDIN,10/27/73
dLORIA,BANKS,4/3/68
CAROL,MCDONtLq,8/3/78
KATHERIdE,CARRILLO,8/17/96
MICHAEL,ROACH,5/28/95
HARRv,CONgER,5/5/69
MATTHEW,THOMAS,2/7/98
JOwN,RICHARDSON,8/9/70
ANDREW,CASxRO,4/11/43
TINA,BURNS,7/14/56
JOSEPH,CARROvL,7/27/58
ELIZABETH,WILLIAMS,11/4/92
JsCK,SMITH,9/4/85
LAURA,CASTRO,4/22/61
RUTH,MACK,5/17/50
ELIZABETH,BOYER,8/10/78
GLORIA,MITwHELL,7/23/94
DONNA,CHAMBERS,12/19/93
LAxRA,VEGA,8/5/43
NICeLv,LEE,8/3/80
SARAH,JACKSON,6/28/76
RICHARD,DIAZ,10/8/43
MARK,MARTIN,3/6/99
AgY,MCDONALD,11/14/50
sDWARD,FULLER,10/21/75
DENISE,JOHNSON,10/31/94
CHrISTOxHER,PARRISH,3/20/87
CHARLES,BARNES,1/5/63
JwE,WARREN,7/6/51
JUDITH,BROWc,7/1/90
JOHN,BELL,2/22/98
JULIE,DAVeS,5/24/46
MARY,PHILLIPS,4/10/59
SwEPHANIE,PATEL,8/22/87
SUScN,REvSE,6/29/61
WIeLIAM,DURHAM,1/28/70
HExEN,WILLIAMS,2/24/52
JENNIFER,FUENTrS,10/5/64
GEORGE,qRUZ,11/18/78
DENISE,MELTON,9/21/90
JEFFREY,BROOKS,3/27/97
DAVID,WATSON,10/17/95
JOSE,MCDONALD,7/15/95
gARBARA,HUrST,4/28/90
MARIA,DURHAM,8/20/50
JgHN,sHAW,6/4/58
LAURs,DOMINGUEZ,4/14/44
JEAN,ADAMS,5/5/81
vLBERT,MCKINsEY,1/24/94
DIAet,HrTCHINSON,11/12/50
JERRY,CHERRY,12/13/82
KENNETH,WIzLIAMS,12/19/95
PHIzLIP,PHILLIPS,1/27/75
JASON,ROSS,11/13/96
FRANCES,JOzNSON,9/19/67
CAROL,JONES,5/4/58
RUTH,OSBsRNq,7/1/79
STEPHEN,GROSS,10/29/72
RAYMOND,SWEENEY,5/30/47
WALTER,EVANS,5/29/77
PATRIfIA,RODRIQUEZ,8/10/47
GLORIA,SPEsCE,12/25/46
JOE,FOREMAN,3/24/44
KcTHRYN,GqIFFIN,10/4/75
sAVID,AUSTIN,4/26/85
eAMES,BROWN,12/26/43
KATHY,MARTINEZ,7/2/77
FzANCES,CURTeS,6/15/94
CYNTHIA,BROWN,4/7/48
CYNTHIA,SMALL,9/26/45
SCOTT,THOMAg,4/11/95
TERRY,MEDIgA,7/16/83
PATRIzIA,HAMILTON,7/2/73
ALBqRT,MILLS,5/15/61
MARK,vAMIeEZ,11/22/55
ASHLEY,SEXTON,1/19/65
JOHN,dILLIAMS,5/20/52
HELEN,WALKER,4/9/71
JUDY,GARDNER,10/15/49
ROSE,CARTER,5/8/69
KATHY,CHcIqTENSEN,2/20/97
MATTHEW,MACrAS,1/18/62
ROBERT,CURRY,9/3/48
BONNIE,MxCARTHY,1/24/62
JOgN,BROWN,12/31/43
JxRRY,WOODS,8/19/80
TAeMY,HALL,11/8/71
ROBIN,SMITH,9/15/94
ROSE,cINDSAY,2/4/48
FRANK,HAxDY,9/23/75
DErISE,SIMS,12/27/71
CAROLYN,BATES,11/3/92
EVELYN,MtCOY,10/1/98
DAVID,ROBERTS,8/5/52
ALBERT,SMITH,7/13/88
MICHAEL,CHqNDLER,3/22/52
CHARLES,MACK,8/26/74
JAtES,MAYS,11/17/74
PATRICgA,MCCONNtLL,1/14/76
cAROLD,SULLIVAN,4/13/48
ROY,HOLMAN,12/21/72
GARY,SIMPSON,7/3/83
wATRcCIA,YOUNG,7/9/48
BARBAzA,WHITAKER,2/16/81
tATHRYN,SMITH,5/7/59
ROBERT,LEgLANC,3/18/55
PETER,HERNANDEZ,7/27/50
CLARENCE,PRESTON,1/14/57
MARK,GtRCIA,4/13/60
ANTONIc,HOBBS,10/7/95
DONALD,DANIELS,3/18/40
CHAeLES,HOLLAND,4/23/66
KAREN,MfINTOqH,4/28/79
GEORGE,ctTO,8/19/85
CARsL,BARKER,12/3/48
BeRBARA,TUCKER,2/28/44
KENtETH,SPARaS,6/18/55
JxNATHAN,CsUZ,5/7/48
CHARLES,OSBORNE,7/14/82
LINDA,MORGAN,4/12/95
CAROLYN,BROWN,6/16/71
JOHN,LOPEZ,11/1/46
KELLY,RIVERA,8/26/66
aUSAN,WILLIAMS,2/13/44
MARY,POPE,8/7/48
JxSEPH,JOwES,6/27/97
qAMELA,CAMPBELL,8/2/76
DORIS,MORENO,9/1/53
MARY,PACHECO,11/24/88
MATTHEW,RYAN,12/3/58
MICHELsE,zHILwIPS,1/14/94
tsNISE,SANDERS,3/21/63
GERALD,DAVIS,5/11/94
HqLEN,CHANG,4/13/53
KAREN,GLASS,12/11/50
SfIRLEY,AGUILAR,1/25/56
JULIE,JOHNSON,3/26/55
SARA,eILLIAMS,7/23/76
THfMAS,HfRRIS,1/2/99
TwRESA,WITT,9/20/76
WILLIAM,JIMENEZ,3/18/94
KzNNETH,BEAN,4/22/87
GEORGE,BRYAN,8/25/52
SHARON,MARTINEg,5/5/79
WANDA,MEDINA,8/26/66
JERRY,CHUqCs,9/5/82
WILLIAM,CRAWFORD,11/28/95
CHAwqES,KIDD,4/29/60
JOHN,DALTON,7/6/52
MARd,VELAZQUEZ,2/4/53
dMANcr,LEE,8/31/74
NICOLE,KRAMER,1/7/81
STEPHEN,ALEXANDER,11/11/66
STEPHzN,JOHNSON,3/22/51
SUSAN,ROMAN,12/15/82
CHRISTOPHER,BRgWN,8/11/86
DOROTdY,CUsTIS,12/22/99
ALBERT,HOBBS,11/4/75
MARY,ROBBINS,2/23/64
GLORIA,THfMAS,11/14/97
GREGORY,HzNSEN,2/4/65
ROY,TAYLOR,8/6/79
sOROTHY,MrODY,12/11/81
JUAN,HARRIS,2/4/54
ANNIE,MCCORMICK,5/7/60
TERRY,HOOD,12/23/97
SARAH,OLSOe,8/29/69
KEITH,HENSON,2/28/74
MARIE,MARTIN,9/22/68
DOUGLAS,SNOW,7/11/75
ALICE,JONES,10/29/50
MARY,BROWN,3/29/51
ANN,WYNN,8/20/67
CrARLES,JOHNSON,7/23/58
BRUCE,RICE,11/17/50
JAMES,MORTfN,4/18/80
ROBEaT,CARTER,2/18/43
JAMES,RODRIQUEZ,1/22/67
DEBRA,SPENCER,8/29/62
KIMBERLY,BROWN,1/30/48
CHARLEv,MILLS,5/5/87
sARY,NIXON,9/18/63
PAUL,CARSON,11/24/72
AcY,GREER,3/29/44
ADAM,SMITx,7/1/78
HOWARD,CARLSON,6/23/92
WILLIAM,DIXON,8/5/50
JOAN,SUTTON,6/16/52
DONNA,WARE,6/17/89
DAVID,PORTER,9/19/72
DONNA,CRUZ,8/4/72
HENRY,STOKtS,10/25/71
KATHY,AxVAREZ,11/8/66
LARRY,GwEEN,10/20/42
MtRGARET,LITTLE,3/7/69
LIfDA,POOLr,2/26/61
SHIRLEY,rATSON,6/7/56
CHRISTINA,BIRD,9/13/84
LISA,MITCHdLL,8/24/77
AMANDA,KELLY,10/19/72
BRENDA,MCINTOwH,1/14/48
ANDREA,CHAVEZ,10/12/48
JOYCE,GREER,8/20/77
JOSEPH,WATTS,3/29/59
CHRISTINA,CLARK,3/10/98
KAREN,MOORE,2/26/48
gOHN,GROSS,12/12/71
gAMES,HERRING,3/20/69
JAMES,ORR,8/13/83
BRIAN,LEE,12/28/52
rILLIAN,DAY,11/25/80
zNGELA,TODD,8/3/74
gOHN,TAgLOR,3/13/60
RUTH,KNOX,12/7/43
MARY,WRIGHT,3/3/63
MICHArL,COX,2/20/57
PAULA,FARMER,12/5/51
MARY,WALTERS,1/16/81
HELEN,FRANCO,6/6/68
TIqA,ROGERS,7/15/58
ROY,HAMMOND,9/2/54
AwTHgv,FREEMAN,5/20/86
PAUL,HzNDERSON,7/1/54
ANN,RAMOS,7/25/78
BONNIE,DOYfE,9/4/47
CRAIG,WEAdER,9/21/96
JOHNNY,JxHNSTON,11/22/49
RUSSELv,HARRIS,1/10/65
MATTHEW,WOOD,8/15/74
JEREMY,ORTErA,2/28/95
rHERESA,ADAMS,9/17/46
PHYLLIS,VILLARREAL,8/19/71
LOUIS,ROBINSON,3/2/43
JOSEPH,CAMACHO,1/7/46
JAMES,WILSON,12/9/40
JUxTIN,HARRIS,10/5/82
KIMBEzLv,BAKER,12/24/91
dAYMOND,JOHNSON,1/14/45
MARY,KNIGHT,10/8/46
JOYCE,WqST,12/17/86
JwFFREY,BRITT,3/21/44
CARgL,GARCIA,10/7/44
DdVID,CALHOUN,7/30/71
JENNIFER,SMITH,2/25/72
ANN,GARZA,10/30/62
STEPHEN,MYERS,8/2/73
SUSAN,GIxL,4/1/73
HgROLD,MgRtLES,8/24/84
aHARLES,MCKEE,4/4/78
LARRY,JUSTICE,4/29/98
BETTY,HENRY,2/24/81
dTEVE,KELLY,1/14/81
NANCY,PAUL,3/31/98
DENNIS,YOUNG,11/5/86
RONALf,WILSON,8/3/74
RYAN,BROWN,3/19/64
ROBERT,EVANS,7/20/45
JASON,MARTIN,6/19/68
MARIA,OWENS,7/31/48
LOIS,UNDERsOOD,9/29/90
RUSSELL,fAMES,10/27/57
BARBARA,JEwKINS,5/21/60
MARY,MEDINA,6/28/76
TAMMY,vACKSON,11/27/42
ELIZABETH,HAMILTON,4/1/92
LISA,HgRRIS,12/17/97
RUTH,MORRISON,12/9/73
PATRICIA,CARSON,5/7/53
JxHN,JACKSON,12/17/75
JOSEPH,CONNER,4/4/85
ROwERT,DIXON,1/25/93
LINDA,MOON,12/28/49
MARY,dLIVtR,9/19/44
LINDA,ARNOLD,11/24/79
DAVID,SALxNAS,9/17/79
KATHqEEN,NEWTON,1/20/63
SHAWN,cARQUEZ,12/27/88
MARY,JENtEN,10/6/49
DeBORAH,WILLIAM,8/30/65
JAMES,SMITH,3/10/81
JEAN,MCKEE,1/28/62
JOE,eOcTER,5/16/89
EDWARD,MURRAY,6/22/86
PETER,MOORE,4/30/55
CHERYL,ALvEN,11/9/76
DEBORAH,KIsG,10/8/91
WaLLIE,tILLIAMS,8/28/44
KAwHY,AYERS,12/26/84
EwgZABETH,RICH,12/11/76
KAREN,WOOD,2/27/72
SHARON,GARRISON,6/25/97
STEPHEN,GILBERT,11/28/61
SARAH,CdARK,10/1/42
JASON,JaHNSeN,10/14/44
JANE,SCsNEIDER,2/1/83
LINDA,DAVIS,3/3/42
STEPHANIE,TATE,9/8/84
NANCY,VALENCIs,12/23/82
KcREN,WAtE,3/24/41
tONALD,WEBER,1/9/97
SARAq,FRANKLqN,5/21/92
JOSgUA,COLEMAN,1/19/43
JACQUEvINE,CHAVEZ,7/14/71
KIMBERLY,MOSLEY,9/13/66
SARAH,WATTS,5/23/97
JOHN,WILLIAMS,1/3/62
JrNAsHAN,ROBINSON,8/22/44
DONALD,RYAN,11/22/65
ANDREA,CARvER,9/10/44
JASON,JqCOqSON,10/4/98
MICHAfL,WHITE,11/21/65
KATHLExN,GOrZALzZ,7/17/55
TIMOTHY,WILKINS,6/7/80
JACg,CROSw,11/3/67
RUBY,PvILLIPS,3/10/77
ROBERT,LOPEZ,7/20/67
ELIZABEgH,GLOVER,10/22/90
HAtRY,SHAW,7/17/89
TIMOTHY,MILLER,8/20/75
HELEN,MORALeS,5/3/62
STEPHANIE,CABRERA,10/17/54
LIqA,WILLeAMS,12/19/86
ALICE,CARTER,5/28/66
ELIZABErc,tARSON,12/19/94
SANDRt,ELLgOTT,7/27/54
DEBRA,BOWEN,8/18/52
PATRICIA,FORD,3/21/70
qIMMY,qALONE,10/12/57
JAMES,JdNES,11/4/94
vINDd,PAgTON,12/21/57
MARK,JONES,2/4/63
CHARLES,VANCE,8/16/92
GEORGE,TYLER,12/18/41
JOeN,PERKINS,6/29/63
BRIfN,BROWN,12/2/82
MsRY,PRUITc,7/15/40
CYNTHdA,LEWIS,5/29/49
BRIAN,BENNETT,3/31/87
RwBERT,STOKES,11/4/68
DAVID,CANTU,4/19/78
MARY,BOWERS,10/2/95
ANTHONd,JOHNSON,7/6/66
STEVzN,MELTON,4/17/64
BRENDA,ROBERTS,8/2/48
RONALD,JOHNSON,6/23/45
RYAN,WRIGHT,6/4/98
AMANDA,MARTINEZ,8/28/80
HEgEN,BYRD,7/30/83
PATRICK,JOHNSON,4/30/63
JOSEPH,HARRIS,10/25/75
ELIZABETH,MITCxExL,5/7/63
JEAN,AYALA,5/27/66
JOAN,BRfWN,11/7/59
KENNETe,GREENE,7/12/72
MaRGARET,JOfES,11/27/86
KAcEN,JENNIeGS,6/23/76
sIRGIvIA,GONZALzZ,11/17/45
JOSEPH,CUNgtNGHAM,10/28/84
JUSTIN,DENNIS,4/18/87
JOSEPH,KIDD,10/20/85
NANCY,PARK,12/17/45
THOMAw,MARTIN,3/1/70
JANE,LAWSwN,9/6/83
PETER,DANIELS,3/31/91
AMANDA,WOOD,5/24/82
EDWARD,WvBB,1/27/71
JACK,tgCE,3/5/85
RYAN,CUMMINGS,7/12/79
REBECCA,ROY,11/7/50
ROBERT,SANTIAGO,9/23/91
MARY,OLSEN,9/28/40
DIANE,GARZA,8/5/51
JUDY,rAIcEY,4/15/90
JEAN,GREEN,12/18/87
ELIZABETH,STEIN,4/13/96
TAMMY,ROBERTS,1/26/89
DORIS,STEWART,5/8/86
REBECCA,ROWE,2/13/68
ROBERT,GREEe,1/30/97
PATRICIA,MaLLS,9/24/96
GARY,fCLAUGqLIN,3/19/79
JOHN,TgOMPSON,2/8/58
DAVID,MCCARTHY,5/16/90
STEPHEN,WILSeN,2/6/57
CYNTHIA,THOMPSON,10/18/45
TINA,SWeNSrN,4/4/60
ROBERT,SMITH,5/18/79
TIMOTHY,ELLqS,3/31/90
EtIZABETH,ALLEN,7/1/54
KIMBqRLY,THOMAS,5/18/55
qATRICIA,FLOYD,12/24/73
JAMES,MfRTIN,1/10/84
MARTIN,MCKEE,5/29/80
dARRY,ALEaANDER,10/17/89
SHARwN,tURPHY,7/14/40
JESSE,BERRY,4/23/55
PqMELA,fROWq,3/1/66
JAMES,ROBBINS,7/31/78
HENRY,SCOTT,12/19/89
RACHEL,HARRELL,12/21/62
BETTY,THOMPxON,8/8/70
JAMES,WOOD,4/19/60
MICHAEL,WASHINGTON,11/25/76
NICHOLcS,BraTER,1/11/92
JtMES,MCKNIGHT,11/15/54
SHARON,ORR,12/30/97
EARL,JOHNSON,3/2/88
JASON,BROWN,8/29/62
ANNA,LEWIS,5/13/96
MATTHEW,THOMPSON,7/5/79
CHARLES,YOUNG,8/28/89
ANGELA,LONG,5/21/64
CAROL,WILLIAsS,9/9/78
ROBERg,WILwON,12/4/56
MARY,VILLARREAL,8/10/54
JEREMY,FOWLER,12/3/92
JERRx,BERRY,3/27/89
BEVERLY,MORRIS,9/29/64
ANNA,FRANCIS,3/22/51
JANET,JACKSON,8/14/58
CARL,AUSTIN,11/6/92
DAVID,JOHNSON,11/15/98
RUTH,LARSON,9/10/75
PATRICIA,PHELPS,2/8/51
STEVEr,FLEMING,9/20/41
PETER,BROWN,10/3/73
NANCY,DIAZ,3/29/92
JOHN,JOrES,2/8/89
JOSEPH,dAMxOS,3/8/48
MARGARET,ROBINSqN,10/27/87
MARILYN,SAUNDERg,12/15/79
JASON,SCHNEIDER,10/29/40
LARRY,CARTEz,12/20/88
ALBERT,FIELDS,11/9/62
ANNE,CAqPBELL,2/20/69
PHILLIP,ROSE,10/13/88
LISA,PHILLIPS,9/27/47
sENRY,NORTON,10/8/80
tHYLLqS,LINDSEY,1/8/78
MARTHA,HAMMOND,3/25/83
STEVE,BISqOP,7/12/53
BILLY,THsMPSON,8/19/93
LOUIS,COX,10/21/86
DOROTHY,CxARK,5/25/79
JAMES,ROGEqS,7/9/60
JOSHUA,MORRIS,1/14/52
KENNETH,MURPwY,8/8/57
qAtES,ANDREWS,11/15/59
JOHNNY,COLLINS,5/2/95
FRANK,POPE,4/17/44
LAUzA,ROBINSON,6/16/43
THERESA,FREEMAt,11/15/49
MARY,WILLIAMS,2/5/40
CLAREdCE,STEVENSON,2/3/49
BARBARA,WHITE,7/11/97
JOSEPH,aHITE,4/19/60
FaANK,JONES,4/19/71
JOgEPH,BARBER,11/18/78
REBECCA,HOLaOWAY,7/30/53
SAMrzL,aOSES,11/2/57
THERESA,ELLIz,4/6/94
JAMES,HtYES,8/11/98
GARY,HALL,5/12/48
GEORGE,WILLaAM,11/10/73
BENJAMIN,HODGES,4/28/54
MARGARET,FISHER,6/27/82
ROBEeT,SOSA,10/3/49
JENNIFER,OxBORN,1/25/65
LARRY,SOTO,2/5/77
STeVEN,GfEEN,10/11/58
JANET,HILL,11/7/71
HOWARD,HARVEY,2/24/52
GaORzA,NICHOLS,10/31/99
ERIC,HUcTEa,12/20/79
HOWARD,MxYER,2/23/49
REBECCA,TORREz,5/17/62
vARGARET,DIXON,9/12/66
GARY,SWEENEr,4/18/67
SCOTT,BAILEr,2/9/59
MIzHAEL,KELLY,1/10/74
STEVEN,OLIVER,12/20/88
LARRY,SAUNDERS,2/21/82
ROBERT,MARTIN,12/14/61
CAsOL,DAVIS,6/11/86
tRENDA,PETERS,5/10/54
vDAM,ALEXANDER,1/25/89
STdPHEN,ROBINSfN,3/20/96
HEzEN,BALL,5/17/57
LINDA,BAKER,11/26/57
CARL,COOK,7/29/68
NANCY,WILzIAMS,2/3/42
CRAIG,MEADOWw,2/28/96
JOSEPH,AUSTIN,12/8/71
NANCY,JENNINGq,11/27/43
JULgE,JONES,2/11/41
dETER,RAMSEY,6/10/63
JANICe,EDWAaDS,4/8/65
JULIE,GONZALEZ,10/17/80
